project_id,name,domain,github_repo,ecosystem,package,homepage,description,state,license
ecd.theia,Eclipse Theia,theia-ide.org,,,,https://theia-ide.org,"The Eclipse Theia™ project provides the Eclipse Theia Platform and the Theia IDE. (built on the Theia Platform)

Theia Platform homepage.
Theia IDE homepage.

The Eclipse Theia Platform is an...",Regular,Eclipse Public License 2.0
eclipse,Eclipse Project,eclipse.dev,,,,https://eclipse.dev/eclipse,"The Eclipse Top-Level Project provides a robust, full-featured, commercial-quality, industrial-strength platform for the development of highly-integrated tools and rich client applications.",Regular,Eclipse Public License 2.0
eclipse,Eclipse Project,eclipse.dev,,,,https://eclipse.dev/eclipse,"The Eclipse Top-Level Project provides a robust, full-featured, commercial-quality, industrial-strength platform for the development of highly-integrated tools and rich client applications.",Regular,Eclipse Public License 2.0
eclipse.e4,Eclipse e4 Project,eclipse.org,,,,http://www.eclipse.org/e4/,"Eclipse e4 is the incubator for the Eclipse project. Building on current Eclipse and OSGi technology as a solid foundation, its major goals include

Making it easier to write plugins
Allowing better..",Archived,Eclipse Public License 1.0
eclipse.e4,Eclipse e4 Project,eclipse.org,,,,http://www.eclipse.org/e4/,"Eclipse e4 is the incubator for the Eclipse project. Building on current Eclipse and OSGi technology as a solid foundation, its major goals include

Making it easier to write plugins
Allowing better..",Archived,Eclipse Public License 1.0
eclipse.equinox,Eclipse Equinox,equinox.eclipseprojects.io,,,,https://equinox.eclipseprojects.io/,"From a code point of view, Eclipse Equinox™ is an implementation of the OSGi core framework specification, a set of bundles that implement various optional OSGi services and other infrastructure for..",Regular,Eclipse Public License 2.0
eclipse.equinox,Eclipse Equinox,equinox.eclipseprojects.io,,,,https://equinox.eclipseprojects.io/,"From a code point of view, Eclipse Equinox™ is an implementation of the OSGi core framework specification, a set of bundles that implement various optional OSGi services and other infrastructure for..",Regular,Eclipse Public License 2.0
eclipse.incubator,Eclipse Project Incubator,eclipse.org,,,,http://www.eclipse.org/eclipse/incubator/,,Archived,Eclipse Public License 1.0
eclipse.incubator,Eclipse Project Incubator,eclipse.org,,,,http://www.eclipse.org/eclipse/incubator/,,Archived,Eclipse Public License 1.0
eclipse.incubator.e4,E4,projects.eclipse.org,,,,https://projects.eclipse.org/projects/eclipse.incubator.e4,,Archived,Eclipse Public License 1.0
eclipse.incubator.e4,E4,projects.eclipse.org,,,,https://projects.eclipse.org/projects/eclipse.incubator.e4,,Archived,Eclipse Public License 1.0
eclipse.incubator.platform,Platform Incubator,projects.eclipse.org,,,,https://projects.eclipse.org/projects/eclipse.incubator.platform,,Archived,Eclipse Public License 1.0
eclipse.incubator.ufacekit,UFaceKit,eclipse.org,,,,http://www.eclipse.org/ufacekit/,,Archived,Eclipse Public License 1.0
eclipse.jdt,Eclipse JDT (Java development tools),eclipse.org,,,,http://www.eclipse.org/jdt/,"The Eclipse JDT™ project provides the tool plug-ins that implement a Java IDE supporting the development of any Java application, including Eclipse plug-ins. It adds a Java project nature and Java...",Regular,Eclipse Public License 2.0
eclipse.jdt.core,JDT Core,eclipse.org,,,,http://www.eclipse.org/jdt/core/,This project has been merged into eclipse.jdt,Archived,Eclipse Public License 1.0
eclipse.jdt.debug,JDT Debug,eclipse.org,,,,http://www.eclipse.org/eclipse/debug/index.php,"This project has been merged into eclipse.jdt
 
JDT Debug implements Java debugging support and works with any JDPA-compliant target Java VM. It is implemented on top of the language independent...",Archived,Eclipse Public License 1.0
eclipse.jdt.ls,Eclipse JDT LS,github.com,eclipse/eclipse,,,https://github.com/eclipse/eclipse.jdt.ls,The Eclipse JDT Language Server™ is a Java language specific implementation of the language server protocol. It implements the language server protocol and may implement extensions when it is deemed..,Incubating,Eclipse Public License 2.0
eclipse.jdt.ui,JDT UI,eclipse.org,,,,http://www.eclipse.org/jdt/ui,"This project has been merged into eclipse.jdt
The JDT UI implements the user interface for the Java IDE. This includes views like Package Explorer and JUnit, the Java and properties files editors...",Archived,Eclipse Public License 1.0
eclipse.pde,Eclipse PDE,github.com,,,,https://github.com/eclipse-pde,"The Eclipse PDE™ (Plug-in Development Environment) provides tools to create, develop, test, debug, build and deploy Eclipse plug-ins, fragments, features, update sites and RCP products.
PDE also...",Regular,Eclipse Public License 2.0
eclipse.platform,Eclipse Platform,projects.eclipse.org,,,,https://projects.eclipse.org/projects/eclipse.platform,"Eclipse Platform™ defines the set of frameworks and common services that collectively make up infrastructure required to support the use of Eclipse as a component model, as a Rich Client Platform (RCP",Regular,Eclipse Public License 2.0
eclipse.platform.debug,Platform Debug,projects.eclipse.org,,,,https://projects.eclipse.org/projects/eclipse.platform.debug,This project has been merged into the eclipse.platform project,Archived,Eclipse Public License 1.0
eclipse.platform.releng,RelEng,projects.eclipse.org,,,,https://projects.eclipse.org/projects/eclipse.platform.releng,This project has been merged into the eclipse.platform project,Archived,Eclipse Public License 1.0
eclipse.platform.resources,Resources,eclipse.org,,,,http://www.eclipse.org/eclipse/platform-core/,This project has been merged into the eclipse.platform project,Archived,Eclipse Public License 1.0
eclipse.platform.swt,SWT,eclipse.org,,,,http://www.eclipse.org/swt,This project has been merged into the eclipse.platform project,Archived,Eclipse Public License 1.0
eclipse.platform.text,Platform Text,eclipse.org,,,,http://www.eclipse.org/eclipse/platform-text/index.php,The Eclpse Platform Text project has been merged into Eclipse Platform UI.,Archived,Eclipse Public License 1.0
eclipse.platform.ua,UA,projects.eclipse.org,,,,https://projects.eclipse.org/projects/eclipse.platform.ua,,Archived,Eclipse Public License 1.0
eclipse.platform.ui,Platform UI,eclipse.org,,,,http://www.eclipse.org/eclipse/platform-ui/,"This project has been merged into the eclipse.platform project
Platform UI consists of several components, which provide the basic building blocks for user interfaces built with Eclipse. Some of these",Archived,Eclipse Public License 1.0
ee4j,Eclipse EE4J,projects.eclipse.org,eclipse-ee4j/ee4j-website,,,https://projects.eclipse.org/projects/ee4j,"Eclipse Enterprise for Java (EE4J) is an open source initiative to create standard APIs, implementations of those APIs, and technology compatibility kits for Java runtimes that enable development...",Regular,Eclipse Public License 2.0
ee4j.agentic-ai,Jakarta Agentic Artificial Intelligence,projects.eclipse.org,jakartaee/agentic-ai,,,https://projects.eclipse.org/projects/ee4j.agentic-ai,The project provides an API to facilitate the execution of AI agents on Jakarta EE runtimes. It defines the API contract between the runtime and agent implementation. This is similar to what Servlet..,Incubating,Eclipse Public License 2.0
ee4j.angus,Eclipse Angus,projects.eclipse.org,eclipse-ee4j/angus-activation,,,https://projects.eclipse.org/projects/ee4j.angus,"Eclipse Angus™ provides implementations of Jakarta Activation, a standard extension to the Java platform that lets you take advantage of standard services to: determine the type of an arbitrary piece.",Regular,Eclipse Public License 2.0
ee4j.authentication,Jakarta Authentication,jakartaee.github.io,jakartaee/authentication,,,https://jakartaee.github.io/authentication/,The Java Authentication Service Provider Interface for Containers (JASPIC) defines a service provider interface (SPI) by which authentication providers that implement message authentication mechanisms,Regular,Eclipse Public License 2.0
ee4j.authorization,Jakarta Authorization,jakartaee.github.io,jakartaee/authorization,,,https://jakartaee.github.io/authorization/,"Jakarta Authorization defines a low-level SPI for authorization modules, which are repositories of permissions facilitating subject based security by determining whether a given subject has a given...",Regular,Eclipse Public License 2.0
ee4j.batch,Jakarta Batch,projects.eclipse.org,jakartaee/batch,,,https://projects.eclipse.org/projects/ee4j.batch,"The Jakarta Batch project describes the XML-based job specification language (JSL), Java programming model, and runtime environment for batch applications for the Java platform.
The specification ties",Regular,Apache Software License 2.0
ee4j.ca,Jakarta Annotations,jakartaee.github.io,jakartaee/common-annotations-api,,,https://jakartaee.github.io/common-annotations-api/,Jakarta Annotations defines a collection of annotations representing common semantic concepts that enable a declarative style of programming that applies across a variety of Java technologies.,Regular,Eclipse Public License 2.0
ee4j.cargotracker,Eclipse Cargo Tracker,eclipse-ee4j.github.io,eclipse-ee4j/cargotracker,,,https://eclipse-ee4j.github.io/cargotracker/,Eclipse Cargo Tracker™demonstrates how you can develop applications with the Jakarta EE platform using widely adopted architectural best practices like Domain-Driven Design (DDD). The code is intended,Regular,The MIT License (MIT)
ee4j.cdi,Jakarta Contexts and Dependency Injection,cdi-spec.org,jakartaee/inject,,,http://cdi-spec.org/,"Jakarta Contexts and Dependency Injection defines a powerful set of complementary services that help to improve the structure of application code.


A well-defined lifecycle for stateful objects bound",Regular,Apache Software License 2.0
ee4j.cu,Jakarta Concurrency,github.com,jakartaee/concurrency,,,https://github.com/eclipse-ee4j/concurrency-api,"Jakarta Concurrency provides a specification document, API and TCK for using concurrency from application components without compromising container integrity while still preserving the Jakarta EE...",Regular,Eclipse Public License 2.0
ee4j.data,Jakarta Data,projects.eclipse.org,jakartaee/data,,,https://projects.eclipse.org/projects/ee4j.data,"Jakarta Data provides an API to allow easy data access technologies. Thus, a Java developer can split the persistence and the model with several features such as a Repository interface with the method",Incubating,Apache Software License 2.0
ee4j.eclipselink,EclipseLink,eclipse.org,eclipse-ee4j/eclipselink,,,http://www.eclipse.org/eclipselink/,The EclipseLink™ project's goal is to provide a complete persistence solution that is both comprehensive and universal. It will run in any Java environment and read and write objects to virtually any.,Regular,Eclipse Distribution License 1.0 (BSD-3-Clause)
ee4j.ejb,Jakarta Enterprise Beans,github.com,jakartaee/enterprise-beans,,,https://github.com/eclipse-ee4j/ejb-api,Jakarta Enterprise Beans is an architecture for the development and deployment of component-based business applications.,Regular,Eclipse Public License 2.0
ee4j.el,Jakarta Expression Language,jakartaee.github.io,jakartaee/expression-language,,,https://jakartaee.github.io/expression-language/,Jakarta Expression Language (also referred to as the EL) provides an important mechanism for enabling the presentation layer (web pages) to communicate with the application logic (managed beans). The.,Regular,Eclipse Public License 2.0
ee4j.epicyro,Eclipse Epicyro,projects.eclipse.org,eclipse-ee4j/epicyro,,,https://projects.eclipse.org/projects/ee4j.epicyro,"Eclipse Epicyro implements Jakarta Authentication, a technology that defines a low-level SPI for authentication mechanisms, which are controllers that interact with a caller and a container’s...",Incubating,Eclipse Public License 2.0
ee4j.exousia,Eclipse Exousia,projects.eclipse.org,eclipse-ee4j/exousia,,,https://projects.eclipse.org/projects/ee4j.exousia,"Eclipse Exousia™ implements Jakarta Authorization, a technology that defines a low-level SPI for authorization modules, which are repositories of permissions facilitating subject based security by...",Incubating,Eclipse Public License 2.0
ee4j.expressly,Eclipse ExpressLy,projects.eclipse.org,eclipse-ee4j/expressly,,,https://projects.eclipse.org/projects/ee4j.expressly,"Eclipse ExpressLy™ implements Jakarta Expression Language, a technology that helps software developers embed dynamically evaluated expressions in things like XML attributes, directly as template text.",Incubating,Eclipse Public License 2.0
ee4j.faces,Jakarta Faces,github.com,jakartaee/faces,,,https://github.com/eclipse-ee4j/faces-api,The Jakarta Faces™ project provides the specification document for the Jakarta Faces specification.,Regular,Eclipse Public License 2.0
ee4j.glassfish,Eclipse GlassFish,glassfish.org,eclipse-ee4j/glassfish-ha-api,,,https://glassfish.org,"Eclipse GlassFish® is a lightweight yet powerful open-source application server that fully implements the Jakarta EE platform. Designed for flexibility, scalability, and reliability, it provides a...",Regular,Eclipse Public License 2.0
ee4j.gransasso,Eclipse Gran Sasso,github.com,eclipse-ee4j/gransasso,,,https://github.com/eclipse-ee4j/gransasso,Eclipse Gran Sasso is a pilot project that predicts performance of cloud-native enterprise Java applications and traditional application servers using AI/ML techniques. By building deep learning...,Incubating,Eclipse Public License 2.0
ee4j.grizzly,Eclipse Grizzly,projects.eclipse.org,,,,https://projects.eclipse.org/projects/ee4j.grizzly,"Writing scalable server applications in the Java™ programming language has always been difficult. Before the advent of the Java New I/O API (NIO), thread management issues made it impossible for a...",Archived,Eclipse Public License 2.0
ee4j.interceptors,Jakarta Interceptors,jakartaee.github.io,jakartaee/interceptors,,,https://jakartaee.github.io/interceptors/,Jakarta Interceptors are used to interpose on business method invocations and specific events such as lifecycle events and timeout events that occur on instances of Jakarta EE components and other...,Regular,Eclipse Public License 2.0
ee4j.jaf,Jakarta Activation,jakartaee.github.io,jakartaee/jaf-api,,,https://jakartaee.github.io/jaf-api/,Jakarta Activation is a standard extension to the Java platform that lets you take advantage of standard services to: determine the type of an arbitrary piece of data; encapsulate access to it...,Regular,Eclipse Distribution License 1.0 (BSD-3-Clause)
ee4j.jakartaconfig,Jakarta Config,projects.eclipse.org,jakartaee/config,,,https://projects.eclipse.org/projects/ee4j.jakartaconfig,"Jakarta Config is a Java API for working with configurations. It supports externalized configuration allowing applications to use different configurations for different environments (dev, test, prod).",Incubating,Apache Software License 2.0
ee4j.jakartaee-documentation,Eclipse Documentation for Jakarta EE,projects.eclipse.org,jakartaee/jakartaee-documentation,,,https://projects.eclipse.org/projects/ee4j.jakartaee-documentation,The Eclipse Documentation for Jakarta EE project hosts documentation intended for programmers interested in developing and deploying Jakarta EE applications. It covers the technologies comprising the.,Incubating,Eclipse Public License 2.0
ee4j.jakartaee-examples,Eclipse Examples for Jakarta EE,projects.eclipse.org,eclipse-ee4j/jakartaee-examples,,,https://projects.eclipse.org/projects/ee4j.jakartaee-examples,Examples for Jakarta EE.,Incubating,BSD Zero Clause License	
ee4j.jakartaee-platform,Jakarta EE Platform,jakartaee.github.io,jakartaee/platform,,,https://jakartaee.github.io/platform/,"The Jakarta EE Platform project produces the Jakarta EE Platform specification, which is an umbrella specification that aggregates all other Jakarta EE specifications.  In addition, this Project is...",Regular,Eclipse Public License 2.0
ee4j.jakartaee-stable,Jakarta Stable APIs,projects.eclipse.org,eclipse-ee4j/enterprise-deployment,,,https://projects.eclipse.org/projects/ee4j.jakartaee-stable,"This project contains stable (legacy) APIs, RIs and TCKs which won't be developed in future.",Regular,Eclipse Public License 2.0
ee4j.jakartaee-tck,Jakarta EE TCK,projects.eclipse.org,,,,https://projects.eclipse.org/projects/ee4j.jakartaee-tck,Technology Compatibility Kit (TCK) for Jakarta EE platform. Used for testing Jakarta EE implementations for Jakarta EE spec compliance.,Regular,Eclipse Public License 2.0
ee4j.jaxb,Jakarta XML Binding,github.com,jakartaee/jaxb-api,,,https://github.com/eclipse-ee4j/jaxb-api,Jakarta XML Binding defines an API and tools that automate the mapping between XML documents and Java objects.,Regular,Eclipse Distribution License 1.0 (BSD-3-Clause)
ee4j.jaxb-impl,Eclipse Implementation of JAXB,projects.eclipse.org,eclipse-ee4j/jaxb-ri,,,https://projects.eclipse.org/projects/ee4j.jaxb-impl,Jakarta XML Binding defines an API and tools that automate the mapping between XML documents and Java objects. The Eclipse Implementation of JAXB™ project contains implementation of Jakarta XML...,Regular,Eclipse Distribution License 1.0 (BSD-3-Clause)
ee4j.jaxws,Jakarta XML Web Services,github.com,jakartaee/saaj-api,,,https://github.com/eclipse-ee4j/jax-ws-api,"The Jakarta XML Web Services is a Java programming language API for creating web services, particularly SOAP services. Jakarta XML Web Services is one of the Java XML programming APIs. It is part of..",Regular,Eclipse Distribution License 1.0 (BSD-3-Clause)
ee4j.jca,Jakarta Connectors,github.com,jakartaee/connectors,,,https://github.com/eclipse-ee4j/jca-api,The Jakarta Connectors Architecture defines a standard architecture for Jakarta EE application components to connect to Enterprise Information Systems.,Regular,Eclipse Public License 2.0
ee4j.jersey,Eclipse Jersey,projects.eclipse.org,eclipse-ee4j/jersey,,,https://projects.eclipse.org/projects/ee4j.jersey,"Eclipse Jersey™ is a REST framework, part of EE4J, that provides a JAX-RS (JSR-370) implementation, Jakarta RESTful Web Services 3.1 implementation, and more. Jersey provides its own APIs that extend.",Regular,Eclipse Public License 2.0
ee4j.jpa,Jakarta Persistence,github.com,jakartaee/persistence,,,https://github.com/eclipse-ee4j/jpa-api,The Jakarta Persistence API is the Java API for the management of persistence and object/relational mapping in Jakarta EE and Java SE environments. ,Regular,Eclipse Distribution License 1.0 (BSD-3-Clause)
ee4j.jsonb,Jakarta JSON Binding,jakartaee.github.io,jakartaee/jsonb-api,,,https://jakartaee.github.io/jsonb-api/,"Jakarta JSON Binding is a standard binding layer for converting Java objects to/from JSON messages. It defines a default mapping algorithm for converting existing Java classes to JSON, while enabling.",Regular,Eclipse Public License 2.0
ee4j.jsonp,Jakarta JSON Processing,jakartaee.github.io,jakartaee/jsonp-api,,,https://jakartaee.github.io/jsonp-api/,"Jakarta JSON Processing is a Java API to process (e.g. parse, generate, transform and query) JSON documents. It produces and consumes JSON in a streaming fashion (similar to StAX API for XML) and...",Regular,Eclipse Public License 2.0
ee4j.jsp,Jakarta Server Pages,github.com,jakartaee/pages,,,https://github.com/eclipse-ee4j/jsp-api,"Jakarta Server Pages is a technology that helps software developers create dynamically generated web pages based on HTML, XML, or other document types.",Regular,Eclipse Public License 2.0
ee4j.jstl,Jakarta Standard Tag Library,github.com,jakartaee/tags,,,https://github.com/eclipse-ee4j/jstl-api,"Jakarta Standard Tag Library encapsulates as simple tags the core functionality common to many Web applications. JSTL has support for common, structural tasks such as iteration and conditionals, tags.",Regular,Eclipse Public License 2.0
ee4j.jta,Jakarta Transactions,jakartaee.github.io,jakartaee/transactions,,,https://jakartaee.github.io/transactions/,"Jakarta Transactions specifies standard Java interfaces between a transaction manager and the parties involved in a distributed transaction system: the resource manager, the application server, and...",Regular,Eclipse Public License 2.0
ee4j.krazo,Eclipse Krazo,eclipse-ee4j.github.io,eclipse-ee4j/krazo,,,https://eclipse-ee4j.github.io/krazo/,"Eclipse Krazo™ is an implementation of action-based MVC specified by MVC 1.0 (JSR-371). It builds on top of JAX-RS and currently contains support for RESTEasy, Jersey and CXF with a well-defined SPI..",Regular,Apache Software License 2.0
ee4j.mail,Jakarta Mail,jakartaee.github.io,jakartaee/mail-api,,,https://jakartaee.github.io/mail-api/,Jakarta Mail defines a platform-independent and protocol-independent framework to build mail and messaging applications.,Regular,Eclipse Public License 2.0
ee4j.messaging,Jakarta Messaging,jakartaee.github.io,jakartaee/messaging,,,https://jakartaee.github.io/messaging/,Jakarta Messaging is a Java Message Oriented Middleware API for sending messages between two or more clients. It is a programming model to handle the producer-consumer messaging problem.,Regular,Eclipse Public License 2.0
ee4j.metro,Eclipse Metro,eclipse-ee4j.github.io,eclipse-ee4j/metro-saaj,,,https://eclipse-ee4j.github.io/metro-wsit/,"Eclipse Metro™ is a high-performance, extensible, easy-to-use web service stack. This project contains the source code, documentation, and tests for JAX-WS, SAAJ, Web Services Interoperability...",Regular,Eclipse Distribution License 1.0 (BSD-3-Clause)
ee4j.mojarra,Eclipse Mojarra,projects.eclipse.org,eclipse-ee4j/mojarra,,,https://projects.eclipse.org/projects/ee4j.mojarra,"Eclipse Mojarra™ is an implementation for the Jakarta Faces specification. Jakarta Server Faces defines an MVC framework for building user interfaces for web applications, including UI components...",Regular,Eclipse Public License 2.0
ee4j.mvc,Jakarta MVC,mvc-spec.org,jakartaee/mvc,,,https://www.mvc-spec.org/,"Jakarta Model-View-Controller, or Jakarta MVC for short, is a common pattern in Web frameworks where it is used predominantly to build HTML applications. The model refers to the application’s data...",Regular,Eclipse Public License 2.0
ee4j.nosql,Jakarta NoSQL,projects.eclipse.org,jakartaee/nosql,,,https://projects.eclipse.org/projects/ee4j.nosql,Create the specification in Jakarta EE to help Jakarta EE developers create enterprise-grade applications using Java® and NoSQL technologies. It helps them create scalable applications while...,Incubating,Eclipse Public License 2.0
ee4j.odi,Eclipse Open DI,projects.eclipse.org,eclipse-ee4j/odi,,,https://projects.eclipse.org/projects/ee4j.odi,This project provides an implementation of Jakarta CDI-lite specification based on Micronaut framework.,Incubating,Apache Software License 2.0
ee4j.openmq,Eclipse OpenMQ,projects.eclipse.org,eclipse-ee4j/openmq,,,https://projects.eclipse.org/projects/ee4j.openmq,"Eclipse Open Message Queue (Eclipse OpenMQ™) is a complete message-oriented middleware platform, offering high quality, enterprise-ready messaging.
Eclipse OpenMQ is included in GlassFish.",Regular,Eclipse Public License 2.0
ee4j.orb,Eclipse ORB,projects.eclipse.org,eclipse-ee4j/orb,,,https://projects.eclipse.org/projects/ee4j.orb,Eclipse ORB is a runtime component that can be used for distributed computing using IIOP communication.,Regular,Eclipse Distribution License 1.0 (BSD-3-Clause)
ee4j.parsson,Eclipse Parsson,projects.eclipse.org,eclipse-ee4j/parsson,,,https://projects.eclipse.org/projects/ee4j.parsson,"Eclipse Parsson™ provides an implementation of Jakarta JSON Processing Specification. It allows processing (e.g. parse, generate, transform and query) JSON documents. It produces and consumes JSON in.",Incubating,Eclipse Public License 2.0
ee4j.piranha,Eclipse Piranha Cloud,projects.eclipse.org,eclipse-ee4j/piranha,,,https://projects.eclipse.org/projects/ee4j.piranha,Traditional Jakarta EE implementations are application servers; which are software products mostly intended to be installed. They have the ability to deploy and undeploy one or more applications on...,Incubating,Eclipse Public License 2.0
ee4j.portlet,Jakarta Portlet,projects.eclipse.org,jakartaee/portlet,,,https://projects.eclipse.org/projects/ee4j.portlet,"The Jakarta Portlet project is responsible for defining the Specification and API, which enables the development of modular, server-side components that can be deployed within a portlet container...",Incubating,Apache Software License 2.0
ee4j.portlet-bridge,Jakarta Portlet Bridge,projects.eclipse.org,jakartaee/portlet-bridge,,,https://projects.eclipse.org/projects/ee4j.portlet-bridge,"The Jakarta Portlet Bridge project is responsible for defining the Specification and API, which enables the development of Jakarta Faces web applications that can be deployed within a portlet...",Incubating,Apache Software License 2.0
ee4j.query,Jakarta Query,projects.eclipse.org,jakartaee/query,,,https://projects.eclipse.org/projects/ee4j.query,"Jakarta Query defines the syntax and semantics of the query language itself, including the type system of the language. 
Jakarta Query prioritizes clients written in Java. However, it is not by nature",Incubating,Eclipse Public License 2.0
ee4j.rest,Jakarta RESTful Web Services,jakartaee.github.io,jakartaee/rest,,,https://jakartaee.github.io/rest/,"Jakarta RESTful Web Services provides a specification document, TCK and foundational API to develop web services following the Representational State Transfer (REST) architectural pattern.
JAX-RS: Jav",Regular,Eclipse Public License 2.0
ee4j.rpc,Jakarta RPC,projects.eclipse.org,jakartaee/rpc,,,https://projects.eclipse.org/projects/ee4j.rpc,"The main goal of Jakarta RPC project is to make gRPC easier to use within Jakarta EE ecosystem, by allowing developers to define gRPC services and clients the same way they are defining REST services.",Incubating,Apache Software License 2.0
ee4j.security,Jakarta Security,jakartaee.github.io,jakartaee/security-examples,,,https://jakartaee.github.io/security/,"Jakarta Security provides a set of required security functionalities including authentication, authorization, data integrity, and transport security.",Regular,Eclipse Public License 2.0
ee4j.servlet,Jakarta Servlet,jakartaee.github.io,jakartaee/servlet,,,https://jakartaee.github.io/servlet/,Jakarta Servlet™ is a standard technology for interacting with the web on the Jakarta EE platform. ,Regular,Eclipse Public License 2.0
ee4j.soteria,Eclipse Soteria,projects.eclipse.org,eclipse-ee4j/soteria,,,https://projects.eclipse.org/projects/ee4j.soteria,Eclipse Soteria™ provides a Jakarta Security compatible implementation.,Regular,Eclipse Public License 2.0
ee4j.starter,Eclipse Starter for Jakarta EE,start.jakarta.ee,eclipse-ee4j/starter,,,https://start.jakarta.ee,The Eclipse Starter for Jakarta EE is a source code generator for Jakarta EE projects. That means that it is a natural fit under the EE4J umbrella.,Incubating,Eclipse Distribution License 1.0 (BSD-3-Clause)
ee4j.tyrus,Eclipse Tyrus,eclipse-ee4j.github.io,eclipse-ee4j/tyrus,,,https://eclipse-ee4j.github.io/tyrus/,Eclipse Tyrus™ is an open source implementation for easy development of WebSocket applications. WebSocket protocol defined by IETF provides bi-directional communication between the server and the...,Regular,Eclipse Public License 2.0
ee4j.validation,Jakarta Validation,beanvalidation.org,jakartaee/validation,,,https://beanvalidation.org/,"Jakarta Validation is a specification which


lets you express constraints on object models via annotations


lets you write custom constraints in an extensible way


provides the APIs to validate...",Regular,Apache Software License 2.0
ee4j.wasp,Eclipse WaSP,projects.eclipse.org,eclipse-ee4j/wasp,,,https://projects.eclipse.org/projects/ee4j.wasp,"Eclipse WaSP™ implements the Jakarta Pages and Jakarta Tag specifications. Jakarta pages is a technology that helps software developers create dynamically generated web pages based on HTML, XML, or...",Regular,Eclipse Public License 2.0
ee4j.websocket,Jakarta WebSocket,jakartaee.github.io,jakartaee/websocket,,,https://jakartaee.github.io/websocket/,"Jakarta WebSocket specifies the API that Java developers can use when they want to integrate WebSockets into their applications - both on the server side as well as on the Java client side.
An...",Regular,Eclipse Public License 2.0
ee4j.yasson,Eclipse Yasson,eclipse-ee4j.github.io,eclipse-ee4j/yasson,,,http://eclipse-ee4j.github.io/yasson,Eclipse Yasson™ is a Java framework which provides a standard binding layer between Java classes and JSON documents. This is similar to what JAXB is doing in the XML world. Yasson is an official...,Regular,Eclipse Distribution License 1.0 (BSD-3-Clause)
iot,Eclipse IoT,iot.eclipse.org,,,,http://iot.eclipse.org/,"The mission of the top-level project is to provide open source technology that will be used to build IoT solutions for industry and consumers. It will focus on:

Standards and Protocols...",Regular,Eclipse Distribution License 1.0 (BSD-3-Clause)
iot.4diac,Eclipse 4diac,eclipse.dev,,,,https://eclipse.dev/4diac/,Eclipse 4diac™ has been started 2007 as an open source project fostering the further development of IEC 61499 for its use in distributed Industrial Process Measurement and Control Systems (IPMCS) and.,Regular,Eclipse Public License 2.0
iot.aerios,Eclipse aeriOS,projects.eclipse.org,,,,https://projects.eclipse.org/projects/iot.aerios,"In the ongoing quest to develop a comprehensive Meta-OS for the continuum, the landscape is marked by existing concepts and frameworks aimed at unifying edge, cloud, and IoT resources.
Compatibility..",Incubating,Apache Software License 2.0
iot.agail,Eclipse Agail,agile-iot.eu,,,,http://agile-iot.eu,"The Eclipse Agail is a language-agnostic, modular software and hardware gateway framework for the Internet of Things with support for protocol interoperability, device and data management, IoT...",Incubating,Eclipse Public License 1.0
iot.amlen,Eclipse Amlen,eclipse.org,,,,https://www.eclipse.org/amlen,"The main webpage for Eclipse Amlen™ is: https://www.eclipse.org/amlen/
The main component of Amlen is the server - a message broker that supports the latest MQTT v5 protocol designed for IoT (as well.",Incubating,Eclipse Public License 2.0
iot.arrowhead,Eclipse Arrowhead,arrowhead.eu,,,,https://arrowhead.eu/eclipse-arrowhead-2/,"The Eclipse Arrowhead project consists of systems and services that are needed for anyone to design, implement and deploy Arrowhead-compliant System of Systems. The generic concept of the Arrowhead...",Incubating,Eclipse Public License 2.0
iot.californium,Eclipse Californium (Cf) CoAP Framework,eclipse.org,,,,https://www.eclipse.org/californium/,Eclipse Californium™ (Cf) is an open source implementation of the Constrained Application Protocol (CoAP). It is written in Java and targets unconstrained environments such as back-end service...,Incubating,Eclipse Distribution License 1.0 (BSD-3-Clause)
iot.concierge,Eclipse Concierge,eclipse.org,eclipse/concierge,,,https://www.eclipse.org/concierge/,"Eclipse Concierge is a small-footprint implementation of the OSGi Core Specifications R5 standard optimized for mobile and embedded devices.
The following are the goals and plans for the Concierge...",Archived,Eclipse Distribution License 1.0 (BSD-3-Clause)
iot.cyclonedds,Eclipse Cyclone DDS,projects.eclipse.org,,,,https://projects.eclipse.org/projects/iot.cyclonedds,Eclipse Cyclone DDS™ is an implementation of the OMG Data Distribution Service (DDS) specification (see http://www.omg.org/spec/DDS/ ) and the related specifications for interoperability (see http:/..,Incubating,Eclipse Distribution License 1.0 (BSD-3-Clause)
iot.diafanis,Eclipse Diafanis,projects.eclipse.org,,,,https://projects.eclipse.org/projects/iot.diafanis,"Eclipse Diafanis - the Mathematical Engine as a Service (e.g. for multi-party computations), 4.25 OAS3
SwaggerHub - https://app.swaggerhub.com/apis/diafanis/diafanis-service
Welcome to Eclipse...",Regular,Eclipse Public License 2.0
iot.ditto,Eclipse Ditto,eclipse.dev,,,,https://www.eclipse.dev/ditto/,"Eclipse Ditto™ is a framework for providing the ""Digital Twin"" pattern for IoT applications in order to interact with IoT devices.
That means that Ditto mirrors physical devices as digital...",Regular,Eclipse Public License 2.0
iot.duttile,Eclipse Duttile,projects.eclipse.org,,,,https://projects.eclipse.org/projects/iot.duttile,"Eclipse Duttile embrace the AgileConstellation mindset, which have the aim to extend the agile philosophy beyond the software/digital world.
An IoT solution belongs to different technological domains.",Archived,Creative Commons Attribution 4.0 (International) License
