name,domain,homepage_url,github_repo,ecosystem,package,repo_url,maturity,category,subcategory,description,accepted,fetched_at
Koordinator,koordinator.sh,https://koordinator.sh,koordinator-sh/koordinator,,,https://github.com/koordinator-sh/koordinator,sandbox,Orchestration & Management,Scheduling & Orchestration,"QoS based scheduling system for hybrid orchestration workloads on Kubernetes, bringing workloads the best layout and status.",2024-04-16,2026-06-29T23:07:14+00:00
kpt,kpt.dev,https://kpt.dev,kptdev/kpt,,,https://github.com/kptdev/kpt,sandbox,Provisioning,Automation & Configuration,,2023-06-30,2026-06-29T23:07:14+00:00
Krator,docs.rs,https://docs.rs/crate/krator/latest,krator-rs/krator,,,https://github.com/krator-rs/krator,archived,App Definition and Development,Application Definition & Image Build,,2021-07-13,2026-06-29T23:07:14+00:00
Krkn,krkn-chaos.github.io,https://krkn-chaos.github.io/krkn,krkn-chaos/krkn,,,https://github.com/krkn-chaos/krkn,sandbox,Observability and Analysis,Chaos Engineering,Chaos testing tool for Kubernetes to identify bottlenecks and improve resilience and performance under failure conditions.,2023-12-19,2026-06-29T23:07:14+00:00
Krustlet,krustlet.dev,https://krustlet.dev,krustlet/krustlet,,,https://github.com/krustlet/krustlet,archived,Runtime,Container Runtime,,2021-07-13,2026-06-29T23:07:14+00:00
KServe,kserve.github.io,https://kserve.github.io/website/,kserve/kserve,,,https://github.com/kserve/kserve,incubating,Inference,Framework,"Standardized Distributed Generative and Predictive AI Inference Platform for Scalable, Multi-Framework Deployment on Kubernetes",2025-09-29,2026-06-29T23:07:14+00:00
Kuadrant,kuadrant.io,https://kuadrant.io,kuadrant/kuadrant-operator,,,https://github.com/kuadrant/kuadrant-operator,sandbox,Orchestration & Management,API Gateway,"Kuadrant combines Gateway API and Istio-based gateway controllers to enhance application connectivity. It enables platform engineers  and application developers to easily connect, secure, and protect ",2024-06-19,2026-06-29T23:07:14+00:00
Kuasar,kuasar.io,https://kuasar.io/,kuasar-io/kuasar,,,https://github.com/kuasar-io/kuasar,sandbox,Runtime,Container Runtime,"A multi-sandbox container runtime that provides cloud-native, all-scenario multiple sandbox container solutions.",2023-12-19,2026-06-29T23:07:14+00:00
Kube-burner,kube-burner.github.io,https://kube-burner.github.io/kube-burner/,kube-burner/kube-burner,,,https://github.com/kube-burner/kube-burner,sandbox,App Definition and Development,Continuous Integration & Delivery,,2023-12-18,2026-06-29T23:07:14+00:00
Kube-OVN,kube-ovn.io,https://kube-ovn.io,kubeovn/kube-ovn,,,https://github.com/kubeovn/kube-ovn,sandbox,Runtime,Cloud Native Network,,2021-01-26,2026-06-29T23:07:14+00:00
kube-rs,kube.rs,https://kube.rs,kube-rs/kube,,,https://github.com/kube-rs/kube,sandbox,Orchestration & Management,Scheduling & Orchestration,kube-rs is the core Rust ecosystem for building applications against Kubernetes,2021-11-16,2026-06-29T23:07:14+00:00
kube-vip,kube-vip.io,https://kube-vip.io,kube-vip/kube-vip,,,https://github.com/kube-vip/kube-vip,sandbox,Runtime,Cloud Native Network,Kubernetes Virtual IP and Load-Balancer for both control plane and Kubernetes services,2021-06-26,2026-06-29T23:07:14+00:00
Kubean,kubean-io.github.io,https://kubean-io.github.io/kubean/,kubean-io/kubean,,,https://github.com/kubean-io/kubean,sandbox,Provisioning,Automation & Configuration,Product ready cluster lifecycle management toolchains based on kubespray and other cluster LCM engine.,2024-04-16,2026-06-29T23:07:14+00:00
KubeArmor,kubearmor.io,https://kubearmor.io/,kubearmor/kubearmor,,,https://github.com/kubearmor/kubearmor,sandbox,Provisioning,Security & Compliance,"Runtime protection for Kubernetes & other cloud Workloads. Kubearmor provides a observability and policy enforcement system to restrict any unwanted, malicious behaviour of cloud-native workloads at r",2021-11-16,2026-06-29T23:07:14+00:00
KubeClipper,kubeclipper.io,https://www.kubeclipper.io/,kubeclipper/kubeclipper,,,https://github.com/kubeclipper/kubeclipper,sandbox,Platform,Certified Kubernetes - Installer,Manage kubernetes in the most light and convenient way.,2023-06-30,2026-06-29T23:07:14+00:00
KubeDL,kubedl.io,https://kubedl.io,kubedl-io/kubedl,,,https://github.com/kubedl-io/kubedl,archived,Provisioning,Automation & Configuration,,2021-06-22,2026-06-29T23:07:14+00:00
KubeEdge,kubeedge.io,https://kubeedge.io/en/,kubeedge/kubeedge,,,https://github.com/kubeedge/kubeedge,graduated,Provisioning,Automation & Configuration,,2019-03-18,2026-06-29T23:07:14+00:00
KubeElasti,kubeelasti.dev,https://kubeelasti.dev,truefoundry/KubeElasti,,,https://github.com/truefoundry/KubeElasti,sandbox,Serverless,Framework,"Auto scale-to-zero pods when idle and scale up pods when traffic arrives, without losing any requests. KubeElasti uses a smart proxy that queues incoming requests while scaling up targets, ensuring no",2026-01-03,2026-06-29T23:07:14+00:00
KubeFleet,kubefleet.dev,https://kubefleet.dev/,kubefleet-dev/kubefleet,,,https://github.com/kubefleet-dev/kubefleet,sandbox,Orchestration & Management,Scheduling & Orchestration,A multi-cluster solution that enables users to effectively manage their applications running in multiple Kubernetes clusters.,2025-01-21,2026-06-29T23:07:14+00:00
Kubeflow,kubeflow.org,https://kubeflow.org,kubeflow/kubeflow,,,https://github.com/kubeflow/kubeflow,incubating,Orchestration & Management,Scheduling & Orchestration,Kubeflow is the foundation of tools for AI Platforms on Kubernetes.,2023-07-25,2026-06-29T23:07:14+00:00
Kuberhealthy,github.com,https://github.com/kuberhealthy/kuberhealthy,kuberhealthy/kuberhealthy,,,https://github.com/kuberhealthy/kuberhealthy,sandbox,Observability and Analysis,Observability,,2021-03-30,2026-06-29T23:07:14+00:00
Kubernetes,kubernetes.io,https://kubernetes.io/,kubernetes/kubernetes,,,https://github.com/kubernetes/kubernetes,graduated,Orchestration & Management,Scheduling & Orchestration,"Kubernetes is an open-source system for automating deployment, scaling, and management of containerized applications",2016-03-10,2026-06-29T23:07:14+00:00
Kubescape,kubescape.io,https://kubescape.io/,kubescape/kubescape,,,https://github.com/kubescape/kubescape,incubating,Provisioning,Security & Compliance,"Kubescape is an open source security and compliance platform that scans clusters, Kubernetes manifest files (YAML files, and Helm charts), code repositories, container registries and images. It detect",2022-12-13,2026-06-29T23:07:14+00:00
KubeSlice,kubeslice.io,https://kubeslice.io,kubeslice/kubeslice,,,https://github.com/kubeslice/kubeslice,sandbox,Orchestration & Management,Scheduling & Orchestration,,2024-04-16,2026-06-29T23:07:14+00:00
KubeStellar,kubestellar.io,https://kubestellar.io,kubestellar/kubestellar,,,https://github.com/kubestellar/kubestellar,sandbox,Orchestration & Management,Scheduling & Orchestration,,2023-12-19,2026-06-29T23:07:14+00:00
KubeVela,kubevela.io,https://kubevela.io,kubevela/kubevela,,,https://github.com/kubevela/kubevela,incubating,App Definition and Development,Application Definition & Image Build,,2021-06-22,2026-06-29T23:07:14+00:00
KubeVirt,kubevirt.io,https://kubevirt.io/,kubevirt/kubevirt,,,https://github.com/kubevirt/kubevirt,incubating,App Definition and Development,Application Definition & Image Build,,2019-09-06,2026-06-29T23:07:14+00:00
Kubewarden,kubewarden.io,https://www.kubewarden.io,kubewarden/kubewarden-controller,,,https://github.com/kubewarden/kubewarden-controller,sandbox,Provisioning,Security & Compliance,"Kubewarden is a Policy Engine powered by WebAssembly policies. Its policies can be written in CEL, Rego (OPA & Gatekeeper flavours), Rust, Go, YAML, and others. Kubewarden simplifies Policy-As-Code by",2022-06-17,2026-06-29T23:07:14+00:00
KUDO,kudo.dev,https://kudo.dev/,kudobuilder/kudo,,,https://github.com/kudobuilder/kudo,sandbox,App Definition and Development,Application Definition & Image Build,,2020-06-25,2026-06-29T23:07:14+00:00
Kuma,kuma.io,https://kuma.io,kumahq/kuma,,,https://github.com/kumahq/kuma,sandbox,Orchestration & Management,Service Mesh,,2020-06-25,2026-06-29T23:07:14+00:00
Kured,kured.dev,https://kured.dev,kubereboot/kured,,,https://github.com/kubereboot/kured,sandbox,Orchestration & Management,Scheduling & Orchestration,Kured (KUbernetes REboot Daemon) is a Kubernetes daemonset that performs safe automatic node reboots when the need to do so is indicated by the package management system of the underlying OS,2022-09-14,2026-06-29T23:07:14+00:00
KusionStack,kusionstack.io,https://kusionstack.io/,KusionStack/kusion,,,https://github.com/KusionStack/kusion,sandbox,Provisioning,Automation & Configuration,,2024-09-12,2026-06-29T23:07:14+00:00
Kyverno,kyverno.io,https://kyverno.io/,kyverno/kyverno,,,https://github.com/kyverno/kyverno,graduated,Provisioning,Security & Compliance,,2020-11-10,2026-06-29T23:07:14+00:00
Lima,github.com,https://github.com/lima-vm/lima,lima-vm/lima,,,https://github.com/lima-vm/lima,incubating,Runtime,Container Runtime,"Linux virtual machines, typically on macOS, for running containerd",2022-09-14,2026-06-29T23:07:14+00:00
Linkerd,linkerd.io,https://linkerd.io/,linkerd/linkerd2,,,https://github.com/linkerd/linkerd2,graduated,Orchestration & Management,Service Mesh,"Ultra light, ultra simple, ultra powerful. Linkerd adds security, observability, and reliability to Kubernetes, without the complexity.",2017-01-23,2026-06-29T23:07:14+00:00
Litmus,litmuschaos.io,https://litmuschaos.io/,litmuschaos/litmus,,,https://github.com/litmuschaos/litmus,incubating,Observability and Analysis,Chaos Engineering,,2020-06-25,2026-06-29T23:07:14+00:00
llm-d,llm-d.ai,https://llm-d.ai/,llm-d/llm-d,,,https://github.com/llm-d/llm-d,sandbox,Inference,Framework,"llm-d is a Kubernetes-native, high-performance distributed LLM inference framework built on vLLM and the Kubernetes Gateway API Inference Extension, providing intelligent inference scheduling, prefix-",2026-03-12,2026-06-29T23:07:14+00:00
Logging Operator (Kube Logging),kube-logging.dev,https://kube-logging.dev/,kube-logging/logging-operator,,,https://github.com/kube-logging/logging-operator,sandbox,Observability and Analysis,Observability,,2023-09-19,2026-06-29T23:07:14+00:00
Longhorn,longhorn.io,https://longhorn.io/,longhorn/longhorn,,,https://github.com/longhorn/longhorn,incubating,Runtime,Cloud Native Storage,Cloud-native distributed storage for Kubernetes,2019-10-11,2026-06-29T23:07:14+00:00
LoxiLB,loxilb.io,https://loxilb.io,loxilb-io/loxilb,,,https://github.com/loxilb-io/loxilb,sandbox,Orchestration & Management,Service Proxy,eBPF based cloud-native load-balancer. Powering Kubernetes|Edge|5G|IoT|XaaS Apps.,2024-08-30,2026-06-29T23:07:14+00:00
Merbridge,merbridge.io,https://merbridge.io/,merbridge/merbridge,,,https://github.com/merbridge/merbridge,archived,Orchestration & Management,Service Mesh,Use eBPF to speed up your Service Mesh like crossing an Einstein-Rosen Bridge.,2022-12-14,2026-06-29T23:07:14+00:00
Meshery,meshery.io,https://meshery.io,meshery/meshery,,,https://github.com/meshery/meshery,sandbox,Provisioning,Automation & Configuration,,2021-06-22,2026-06-29T23:07:14+00:00
metal3-io,metal3.io,https://metal3.io/,metal3-io/baremetal-operator,,,https://github.com/metal3-io/baremetal-operator,incubating,Provisioning,Automation & Configuration,,2020-09-08,2026-06-29T23:07:14+00:00
MetalLB,metallb.universe.tf,https://metallb.universe.tf,metallb/metallb,,,https://github.com/metallb/metallb,sandbox,Orchestration & Management,Service Proxy,,2021-09-14,2026-06-29T23:07:14+00:00
Microcks,microcks.io,https://microcks.io,microcks/microcks,,,https://github.com/microcks/microcks,incubating,App Definition and Development,Application Definition & Image Build,,2023-06-22,2026-06-29T23:07:14+00:00
ModelPack,github.com,https://github.com/modelpack/model-spec,modelpack/model-spec,,,https://github.com/modelpack/model-spec,sandbox,App Definition and Development,Application Definition & Image Build,"The project establishes open standards for packaging, distributing and running AI artifacts in the cloud-native environment.",2025-05-13,2026-06-29T23:07:14+00:00
NATS,nats.io,https://nats.io/,nats-io/nats-server,,,https://github.com/nats-io/nats-server,incubating,App Definition and Development,Streaming & Messaging,"NATS.io is a connective technology for distributed systems and is a perfect fit to connect devices, edge, cloud or hybrid deployments. True multi-tenancy makes NATS ideal for SaaS and self-healing and",2018-03-15,2026-06-29T23:07:14+00:00
Network Service Mesh,networkservicemesh.io,https://networkservicemesh.io/,networkservicemesh/api,,,https://github.com/networkservicemesh/api,sandbox,Runtime,Cloud Native Network,,2019-04-11,2026-06-29T23:07:14+00:00
NMstate,nmstate.io,https://nmstate.io/,nmstate/nmstate,,,https://github.com/nmstate/nmstate,sandbox,Provisioning,Automation & Configuration,NMstate is a library with an accompanying command line tool that manages host networking settings in a declarative manner. When used in the Kubernetes environment it allows for declarative node networ,2026-03-12,2026-06-29T23:07:14+00:00
Nocalhost,nocalhost.dev,https://nocalhost.dev,nocalhost/nocalhost,,,https://github.com/nocalhost/nocalhost,archived,App Definition and Development,Application Definition & Image Build,,2021-11-16,2026-06-29T23:07:14+00:00
Notary Project,notaryproject.dev,https://notaryproject.dev/,notaryproject/notation,,,https://github.com/notaryproject/notation,incubating,Provisioning,Security & Compliance,,2017-10-24,2026-06-29T23:07:14+00:00
OAuth2 Proxy,oauth2-proxy.github.io,https://oauth2-proxy.github.io/oauth2-proxy/,oauth2-proxy/oauth2-proxy,,,https://github.com/oauth2-proxy/oauth2-proxy,sandbox,Provisioning,Security & Compliance,"A generic reverse proxy that provides authentication with Google, Azure, OpenID Connect and many more identity providers.",2025-10-02,2026-06-29T23:07:14+00:00
Open Cluster Management,open-cluster-management.io,https://open-cluster-management.io/,open-cluster-management-io/ocm,,,https://github.com/open-cluster-management-io/ocm,sandbox,Orchestration & Management,Scheduling & Orchestration,,2021-11-09,2026-06-29T23:07:14+00:00
Open Policy Agent (OPA),openpolicyagent.org,https://www.openpolicyagent.org/,open-policy-agent/opa,,,https://github.com/open-policy-agent/opa,graduated,Provisioning,Security & Compliance,,2018-03-29,2026-06-29T23:07:14+00:00
Open Policy Containers,openpolicycontainers.com,https://openpolicycontainers.com,opcr-io/policy,,,https://github.com/opcr-io/policy,sandbox,Provisioning,Security & Compliance,"A docker-inspired CLI for building, tagging, pushing, pulling, and signing OPA policies to and from OCI-compliant registries.",2022-12-13,2026-06-29T23:07:14+00:00
Open Service Mesh,openservicemesh.io,https://openservicemesh.io/,openservicemesh/osm,,,https://github.com/openservicemesh/osm,archived,Orchestration & Management,Service Mesh,,2020-09-08,2026-06-29T23:07:14+00:00
OpenChoreo,openchoreo.dev,https://openchoreo.dev,openchoreo/openchoreo,,,https://github.com/openchoreo/openchoreo,sandbox,App Definition and Development,Continuous Integration & Delivery,"A developer platform for Kubernetes that delivers higher-level abstractions with a Backstage-powered portal, CI/CD, GitOps, and built-in observability.",2026-01-06,2026-06-29T23:07:14+00:00
OpenCost,opencost.io,https://www.opencost.io/,opencost/opencost,,,https://github.com/opencost/opencost,incubating,Observability and Analysis,Continuous Optimization,OpenCost provides visibility into current and historical Kubernetes spend and resource allocation.,2022-06-17,2026-06-29T23:07:14+00:00
OpenEBS,openebs.io,https://www.openebs.io/,openebs/openebs,,,https://github.com/openebs/openebs,sandbox,Runtime,Cloud Native Storage,,2024-10-10,2026-06-29T23:07:14+00:00
OpenELB,openelb.github.io,https://openelb.github.io,openelb/openelb,,,https://github.com/openelb/openelb,archived,Orchestration & Management,Service Proxy,,2021-11-09,2026-06-29T23:07:14+00:00
OpenEverest,openeverest.io,https://openeverest.io/,openeverest/openeverest,,,https://github.com/openeverest/openeverest,sandbox,App Definition and Development,Database,"The open-source platform for automated database provisioning and management. It supports multiple database technologies and can be hosted on any Kubernetes infrastructure, in the cloud or on-premises.",2026-03-15,2026-06-29T23:07:14+00:00
OpenFeature,openfeature.dev,https://openfeature.dev/,open-feature/spec,,,https://github.com/open-feature/spec,incubating,Observability and Analysis,Feature Flagging,Standardizing Feature Flagging for Everyone,2022-06-17,2026-06-29T23:07:14+00:00
OpenFGA,openfga.dev,https://openfga.dev,openfga/openfga,,,https://github.com/openfga/openfga,incubating,Provisioning,Security & Compliance,OpenFGA is a high performance and flexible authorization/permission system built for developers and inspired by Google Zanzibar,2022-09-14,2026-06-29T23:07:14+00:00
OpenFunction,openfunction.dev,https://openfunction.dev,OpenFunction/OpenFunction,,,https://github.com/OpenFunction/OpenFunction,sandbox,Orchestration & Management,Scheduling & Orchestration,,2022-04-26,2026-06-29T23:07:14+00:00
openGemini,opengemini.org,https://www.opengemini.org,openGemini/openGemini,,,https://github.com/openGemini/openGemini,sandbox,App Definition and Development,Database,"openGemini is an open source distributed time series DBMS with high concurrency, high performance, and high scalability, focusing on the storage and analysis of massive observability data.",2024-07-09,2026-06-29T23:07:14+00:00
OpenGitOps,opengitops.dev,https://opengitops.dev/,open-gitops/project,,,https://github.com/open-gitops/project,sandbox,App Definition and Development,Continuous Integration & Delivery,,2021-01-26,2026-06-29T23:07:14+00:00
OpenKruise,openkruise.io,https://openkruise.io/,openkruise/kruise,,,https://github.com/openkruise/kruise,incubating,App Definition and Development,Continuous Integration & Delivery,,2020-11-10,2026-06-29T23:07:14+00:00
OpenMetrics,openmetrics.io,https://openmetrics.io/,OpenObservability/OpenMetrics,,,https://github.com/OpenObservability/OpenMetrics,archived,Observability and Analysis,Observability,,2018-08-10,2026-06-29T23:07:14+00:00
OpenTelemetry,opentelemetry.io,https://opentelemetry.io/,open-telemetry/community,,,https://github.com/open-telemetry/community,graduated,Observability and Analysis,Observability,,2019-05-07,2026-06-29T23:07:14+00:00
OpenTofu,opentofu.org,https://opentofu.org/,opentofu/opentofu,,,https://github.com/opentofu/opentofu,sandbox,Provisioning,Automation & Configuration,OpenTofu is an open source infrastructure as code tool that enables users to safely and predictably provision and manage cloud and on-prem infrastructure. It's a community-driven fork of Terraform tha,2025-04-23,2026-06-29T23:07:14+00:00
OpenTracing,opentracing.io,https://opentracing.io/,opentracing/opentracing-go,,,https://github.com/opentracing/opentracing-go,archived,Observability and Analysis,Observability,,2016-10-11,2026-06-29T23:07:14+00:00
OpenYurt,openyurt.io,https://openyurt.io/,openyurtio/openyurt,,,https://github.com/openyurtio/openyurt,incubating,Provisioning,Automation & Configuration,An open platform that extends upstream Kubernetes to Edge.,2020-09-08,2026-06-29T23:07:14+00:00
Operator Framework,operatorframework.io,https://operatorframework.io/,operator-framework/operator-sdk,,,https://github.com/operator-framework/operator-sdk,incubating,App Definition and Development,Application Definition & Image Build,,2020-07-09,2026-06-29T23:07:14+00:00
ORAS,oras.land,https://oras.land/,oras-project/oras,,,https://github.com/oras-project/oras,sandbox,App Definition and Development,Application Definition & Image Build,Multi-language OCI Registry SDKs and CLI,2021-07-13,2026-06-29T23:07:14+00:00
OSCAL-COMPASS,github.com,https://github.com/oscal-compass/community,oscal-compass/compliance-trestle,,,https://github.com/oscal-compass/compliance-trestle,sandbox,Provisioning,Security & Compliance,"The OSCAL COMPASS project is set of tools that enable the creation, validation, and governance of documentation artifacts for compliance needs. It leverages NIST's OSCAL (Open Security Controls Assess",2024-06-21,2026-06-29T23:07:14+00:00
OVN-Kubernetes,ovn-kubernetes.io,https://ovn-kubernetes.io/,ovn-kubernetes/ovn-kubernetes,,,https://github.com/ovn-kubernetes/ovn-kubernetes,sandbox,Runtime,Cloud Native Network,,2024-10-17,2026-06-29T23:07:14+00:00
Oxia,oxia-db.github.io,https://oxia-db.github.io,oxia-db/oxia,,,https://github.com/oxia-db/oxia,sandbox,Orchestration & Management,Coordination & Service Discovery,Oxia is a scalable metadata store and coordination system,2025-10-06,2026-06-29T23:07:14+00:00
Paralus,paralus.io,https://www.paralus.io/,paralus/paralus,,,https://github.com/paralus/paralus,sandbox,Provisioning,Security & Compliance,"Paralus is a free, open source tool that enables controlled, audited access to Kubernetes infrastructure and Zero trust Kubernetes with zero friction.",2022-12-14,2026-06-29T23:07:14+00:00
Parsec,parsec.community,https://parsec.community/,parallaxsecond/parsec,,,https://github.com/parallaxsecond/parsec,sandbox,Provisioning,Security & Compliance,,2020-06-25,2026-06-29T23:07:14+00:00
Perses,perses.dev,https://perses.dev,perses/perses,,,https://github.com/perses/perses,sandbox,Observability and Analysis,Observability,Perses is a dashboard tool to visualize observability data from Prometheus/Thanos/Jaeger.,2024-08-29,2026-06-29T23:07:14+00:00
PipeCD,pipecd.dev,https://pipecd.dev/,pipe-cd/pipecd,,,https://github.com/pipe-cd/pipecd,sandbox,App Definition and Development,Continuous Integration & Delivery,GitOps style continuous delivery platform that provides consistent deployment and operations experience for any applications,2023-05-17,2026-06-29T23:07:14+00:00
Piraeus Datastore,piraeus.io,https://piraeus.io/,piraeusdatastore/piraeus-operator,,,https://github.com/piraeusdatastore/piraeus-operator,sandbox,Runtime,Cloud Native Storage,,2021-01-26,2026-06-29T23:07:14+00:00
Pixie,px.dev,https://px.dev/,pixie-io/pixie,,,https://github.com/pixie-io/pixie,sandbox,Observability and Analysis,Observability,Open source Kubernetes observability for developers,2021-06-22,2026-06-29T23:07:14+00:00
Podman Container Tools,podman.io,https://podman.io/,containers/podman,,,https://github.com/containers/podman,sandbox,Runtime,Container Runtime,"A set of tools providing full management of container lifecycle, including Podman, Buildah, and Skopeo,  which manage containers and images without requiring a daemon or root privileges.",2025-01-21,2026-06-29T23:07:14+00:00
Podman Desktop,podman-desktop.io,https://podman-desktop.io/,podman-desktop/podman-desktop,,,https://github.com/podman-desktop/podman-desktop,sandbox,App Definition and Development,Application Definition & Image Build,"An open-source tool for developers to work with containers and Kubernetes with an intuitive and user-friendly interface to effortlessly build, manage, and deploy containers and Kubernetes — all from t",2025-01-21,2026-06-29T23:07:14+00:00
Porter,porter.sh,https://porter.sh/,getporter/porter,,,https://github.com/getporter/porter,sandbox,App Definition and Development,Application Definition & Image Build,,2020-09-08,2026-06-29T23:07:14+00:00
Pravega,cncf.pravega.io,https://cncf.pravega.io,pravega/pravega,,,https://github.com/pravega/pravega,archived,App Definition and Development,Streaming & Messaging,,2020-11-10,2026-06-29T23:07:14+00:00
Prometheus,prometheus.io,https://prometheus.io/,prometheus/prometheus,,,https://github.com/prometheus/prometheus,graduated,Observability and Analysis,Observability,,2016-05-09,2026-06-29T23:07:14+00:00
Radius,radapp.io,https://radapp.io/,radius-project/radius,,,https://github.com/radius-project/radius,sandbox,App Definition and Development,Application Definition & Image Build,Radius is a cloud-native application platform that enables developers and the platform engineers that support them to collaborate on delivering and managing cloud-native applications that follow organ,2024-04-16,2026-06-29T23:07:14+00:00
Ratify,ratify.dev,https://ratify.dev/,ratify-project/ratify,,,https://github.com/ratify-project/ratify,sandbox,Provisioning,Security & Compliance,A verification engine on Kubernetes which enables verification of artifact security metadata and admits for deployment only those that comply with policies you create.,2024-08-30,2026-06-29T23:07:14+00:00
rkt,github.com,https://github.com/rkt/rkt,rkt/rkt,,,https://github.com/rkt/rkt,archived,Runtime,Container Runtime,,2017-03-29,2026-06-29T23:07:14+00:00
Rook,rook.io,https://rook.io/,rook/rook,,,https://github.com/rook/rook,graduated,Runtime,Cloud Native Storage,,2018-01-29,2026-06-29T23:07:14+00:00
Runme Notebooks,runme.dev,https://runme.dev/,runmedev/runme,,,https://github.com/runmedev/runme,sandbox,Provisioning,Automation & Configuration,"A toolchain that turns Markdown into interactive, cloud-native, runnable Notebook experiences for DevOps.",2025-01-21,2026-06-29T23:07:14+00:00
SchemaHero,schemahero.io,https://schemahero.io,schemahero/schemahero,,,https://github.com/schemahero/schemahero,sandbox,App Definition and Development,Database,,2020-11-10,2026-06-29T23:07:14+00:00
Score,score.dev,https://score.dev/,score-spec/spec,,,https://github.com/score-spec/spec,sandbox,App Definition and Development,Application Definition & Image Build,Score is an open-source workload specification designed to simplify development for cloud-native developers.,2024-07-08,2026-06-29T23:07:14+00:00
sealer,sealer.cool,http://sealer.cool/,sealerio/sealer,,,https://github.com/sealerio/sealer,archived,App Definition and Development,Application Definition & Image Build,,2022-04-26,2026-06-29T23:07:14+00:00
Sermant,sermant.io,https://sermant.io/,sermant-io/Sermant,,,https://github.com/sermant-io/Sermant,sandbox,Orchestration & Management,Service Mesh,Sermant a proxyless service mesh solution based on Javaagent.,2024-10-09,2026-06-29T23:07:14+00:00
Serverless Devs,serverless-devs.com,https://www.serverless-devs.com/,serverless-devs/serverless-devs,,,https://github.com/serverless-devs/serverless-devs,sandbox,Orchestration & Management,Scheduling & Orchestration,,2022-09-14,2026-06-29T23:07:14+00:00
Serverless Workflow,serverlessworkflow.io,https://serverlessworkflow.io,serverlessworkflow/specification,,,https://github.com/serverlessworkflow/specification,sandbox,App Definition and Development,Application Definition & Image Build,,2020-07-14,2026-06-29T23:07:14+00:00
Service Mesh Interface (SMI),smi-spec.io,https://smi-spec.io,servicemeshinterface/smi-spec,,,https://github.com/servicemeshinterface/smi-spec,archived,Orchestration & Management,Service Mesh,,2020-03-19,2026-06-29T23:07:14+00:00
Service Mesh Performance,smp-spec.io,https://smp-spec.io/,service-mesh-performance/service-mesh-performance,,,https://github.com/service-mesh-performance/service-mesh-performance,archived,Orchestration & Management,Service Mesh,,2021-06-22,2026-06-29T23:07:14+00:00
Shipwright,shipwright.io,https://shipwright.io,shipwright-io/build,,,https://github.com/shipwright-io/build,sandbox,App Definition and Development,Application Definition & Image Build,,2024-08-19,2026-06-29T23:07:14+00:00
Skooner,skooner.io,https://skooner.io/,skooner-k8s/skooner,,,https://github.com/skooner-k8s/skooner,archived,Observability and Analysis,Observability,,2021-01-26,2026-06-29T23:07:14+00:00
SlimFaaS,github.com,https://github.com/SlimPlanet/SlimFaas,SlimPlanet/SlimFaas,,,https://github.com/SlimPlanet/SlimFaas,sandbox,Serverless,Installable Platform,The slimest and simplest Function As A Service,2025-01-21,2026-06-29T23:07:14+00:00
SlimToolkit,slimtoolkit.org,https://slimtoolkit.org/,slimtoolkit/slim,,,https://github.com/slimtoolkit/slim,sandbox,Provisioning,Security & Compliance,"Inspect, Optimize and Debug Your Containers",2023-05-17,2026-06-29T23:07:14+00:00
SOPS,github.com,https://github.com/getsops,getsops/sops,,,https://github.com/getsops/sops,sandbox,Provisioning,Security & Compliance,"sops is an editor of encrypted files that supports YAML, JSON, ENV, INI and BINARY formats and encrypts with AWS KMS, GCP KMS, Azure Key Vault, age, and PGP.",2023-05-17,2026-06-29T23:07:14+00:00
Spiderpool,spidernet-io.github.io,https://spidernet-io.github.io/spiderpool/,spidernet-io/spiderpool,,,https://github.com/spidernet-io/spiderpool,sandbox,Runtime,Cloud Native Network,"Spiderpool is the underlay and RDMA network solution of the Kubernetes, for bare metal, VM and public cloud",2023-12-19,2026-06-29T23:07:14+00:00
SPIFFE,spiffe.io,https://spiffe.io/,spiffe/spiffe,,,https://github.com/spiffe/spiffe,graduated,Provisioning,Key Management,,2018-03-29,2026-06-29T23:07:14+00:00
Spin,spinframework.dev,https://spinframework.dev,spinframework/spin,,,https://github.com/spinframework/spin,sandbox,Wasm,Application Frameworks,Spin is a framework for building and deploying serverless applications in WebAssembly.,2025-01-21,2026-06-29T23:07:14+00:00
SpinKube,spinkube.dev,https://www.spinkube.dev/,spinframework/spin-operator,,,https://github.com/spinframework/spin-operator,sandbox,Wasm,Orchestration & Management,Open source platform for efficiently running (containerless) Spin-based WebAssembly (Wasm) applications on Kubernetes.,2025-01-21,2026-06-29T23:07:14+00:00
SPIRE,spiffe.io,https://spiffe.io/spire/,spiffe/spire,,,https://github.com/spiffe/spire,graduated,Provisioning,Key Management,,2018-03-29,2026-06-29T23:07:14+00:00
Stacker,stackerbuild.io,https://stackerbuild.io,project-stacker/stacker,,,https://github.com/project-stacker/stacker,sandbox,App Definition and Development,Application Definition & Image Build,Stacker is a tool for building OCI images and related artifacts such as SBOMs natively via a declarative yaml format.,2024-06-19,2026-06-29T23:07:14+00:00
Strimzi,strimzi.io,https://strimzi.io/,strimzi/strimzi-kafka-operator,,,https://github.com/strimzi/strimzi-kafka-operator,incubating,App Definition and Development,Streaming & Messaging,,2019-08-28,2026-06-29T23:07:14+00:00
Submariner,submariner.io,https://submariner.io,submariner-io/submariner,,,https://github.com/submariner-io/submariner,sandbox,Runtime,Cloud Native Network,"Submariner enables direct networking between Pods and Services in different Kubernetes clusters, either on-premises or in the cloud.",2021-04-28,2026-06-29T23:07:14+00:00
