name,domain,homepage_url,github_repo,ecosystem,package,repo_url,category,subcategory,description,license,accepted,fetched_at
Datashim,datashim.io,https://datashim.io/,datashim-io/datashim,,,https://github.com/datashim-io/datashim,Projects,All,The mission of the Project is to design and implement an Open Source framework that provides seamless access to Data in Kubernetes environments.,Apache-2.0,2021-03-08,2026-06-29T23:07:34+00:00
DCache,tarscloud.org,https://tarscloud.org/,tencent/dcache,,,https://github.com/tencent/dcache,Projects,All,"A distributed in-memory NOSQL system based on TARS framework, support LRU algorithm and data persists on back-end database. Users can easily deploy, publish, and scale services on the web interface.",,2018-06-22,2026-06-29T23:07:34+00:00
Decentralized Identity Foundation (DIF),identity.foundation,https://identity.foundation/,decentralized-identity/universal-resolver,,,https://github.com/decentralized-identity/universal-resolver,Projects,All,DIF is an engineering-driven organization focused on developing the foundational elements necessary to establish an open ecosystem for decentralized identity and ensure interop between all participant,,2017-05-29,2026-06-29T23:07:34+00:00
Deck.gl,deck.gl,https://deck.gl/,,,,,Projects,All,deck.gl is a WebGL-powered framework for visual exploratory data analysis of large datasets.,,2021-08-06,2026-06-29T23:07:34+00:00
Decoder Ring,automatecompliance.org,https://automatecompliance.org/,,,,,Projects,All,"Developing open source SBOM format translation tooling, including infrastructure and support initiatives.",,2020-07-15,2026-06-29T23:07:34+00:00
DeepCausality,deepcausality.com,https://deepcausality.com/,,,,,Projects,All,The mission of the DeepCausality project is to develop a computational causality library for Rust that enables fast and deterministic context-aware causal reasoning,MIT,2023-08-29,2026-06-29T23:07:34+00:00
DeepRec,github.com,https://github.com/DeepRec-AI,DeepRec-AI/DeepRec,,,https://github.com/DeepRec-AI/DeepRec,Projects,All,The mission of the Project is to develop a high-performance recommendation deep learning framework.,Apache-2.0,2023-05-05,2026-06-29T23:07:34+00:00
DeepSpeed,deepspeed.ai,https://www.deepspeed.ai/,deepspeedai/DeepSpeed,,,https://github.com/deepspeedai/DeepSpeed,Projects,All,"The mission of the Project is to develop a deep learning optimization library that makes distributed training and inference easy, efficient, and effective.",Apache-2.0,2024-11-22,2026-06-29T23:07:34+00:00
DEI Working Group,github.com,https://github.com/ossf/wg-dei,ossf/wg-dei,,,https://github.com/ossf/wg-dei,Projects,All,"The Diversity, Equity, and Inclusion Working Group aims to foster a more diverse and inclusive cybersecurity workforce by implementing strategies to increase representation and enhance effectiveness t",Apache-2.0,2023-11-28,2026-06-29T23:07:34+00:00
delfin,sodafoundation.io,https://sodafoundation.io/,sodafoundation/contexture,,,https://github.com/sodafoundation/contexture,Projects,All,SODA Foundation is an open source project under Linux Foundation that aims to foster an ecosystem of open source data management and storage software for data autonomy. SODA Foundation offers a neutra,,2020-03-30,2026-06-29T23:07:34+00:00
Delta Lake Project,delta.io,https://delta.io/,,,,,Projects,All,Delta Lake is an open source storage layer that brings reliability to data lakes.,Apache-2.0,2019-09-17,2026-06-29T23:07:34+00:00
DENT Fund,dent.dev,https://dent.dev/,dentproject/dentOS,,,https://github.com/dentproject/dentOS,Projects,All,"DENT will utilize the Linux Kernel, Switchdev, and other Linux based projects as the basis for building a new standardized network operating system without abstractions or overhead. All underlying inf",,2019-12-13,2026-06-29T23:07:34+00:00
DENT Project,dent.dev,https://dent.dev/,dentproject/dentOS,,,https://github.com/dentproject/dentOS,Projects,All,DENT project enables the creation of Network OS for Disaggregated Network Switches in campus and remote enterprise locations.,,2020-01-30,2026-06-29T23:07:34+00:00
Developer Relations Foundation,dev-rel.org,https://dev-rel.org/,,,,,Projects,All,The mission of the Project is to elevate the professional practice of developer relations and increase awareness of it as a driver of business value.,TBD / NA,2024-06-03,2026-06-29T23:07:34+00:00
Devfile,github.com,https://github.com/devfile/api,devfile/api,,,https://github.com/devfile/api,Projects,All,An open standard defining containerized development environments that enables developer tools to simplify and accelerate workflows.,Apache-2.0,2022-01-11,2026-06-29T23:07:34+00:00
Device Automation Bus,github.com,https://github.com/device-automation-bus,device-automation-bus/dab-specification-2,,,https://github.com/device-automation-bus/dab-specification-2.0,Projects,All,Device Automation Bus is a simple protocol for intuitively interacting with consumer electronics in the living room that are connected to the Internet such as Smart TVs and gaming consoles. DAB specif,Apache-2.0,2024-08-28,2026-06-29T23:07:34+00:00
Device Automation Bus Fund,getdab.org,https://getdab.org/,device-automation-bus/dab-specification-2,,,https://github.com/device-automation-bus/dab-specification-2.0,Projects,All,Device Automation Bus is a simple protocol for intuitively interacting with consumer electronics in the living room that are connected to the Internet such as Smart TVs and gaming consoles. DAB enable,Apache-2.0,2024-08-28,2026-06-29T23:07:34+00:00
DevOps Automation,github.com,https://github.com/finos/devops-mutualization,finos/devops-mutualization,,,https://github.com/finos/devops-mutualization,Projects,All,"Provide a continuous compliance and assurance approach to DevOps that mutually benefits banks, auditors and regulators whilst accelerating DevOps adoption in engineering and fintech IT departments.",,2020-10-21,2026-06-29T23:07:34+00:00
DevSpace,devspace.sh,https://devspace.sh/,loft-sh/devspace,,,https://github.com/loft-sh/devspace,Projects,All,"DevSpace is an open-source developer tool for Kubernetes that lets you develop and deploy cloud-native software faster.

It simplifies the entire development process for cloud native applications by b",Apache-2.0,2022-12-13,2026-06-29T23:07:34+00:00
Dex,dexidp.io,https://dexidp.io/,dexidp/dex,,,https://github.com/dexidp/dex,Projects,All,Dex is an identity service that uses OpenID Connect to drive authentication for other apps.,Apache-2.0,2020-06-23,2026-06-29T23:07:34+00:00
DiaMon Workgroup,diamon.org,https://diamon.org/,diamon/minicoredumper,,,https://github.com/diamon/minicoredumper,Projects,All,The Diagnostic and Monitoring workgroup (DiaMon) aims to improve open-source diagnostic and monitoring software.,,2015-08-19,2026-06-29T23:07:34+00:00
DID Communication Working Group,identity.foundation,https://identity.foundation/,decentralized-identity/DIDComm-js,,,https://github.com/decentralized-identity/DIDComm-js,Projects,All,A shared effort with the HL Aries project to create a standardized means of authenticated general message passing between DID controllers.,,2019-12-11,2026-06-29T23:07:34+00:00
DIDComm Mediator Service,github.com,https://github.com/openwallet-foundation/didcomm-mediator-service,openwallet-foundation/didcomm-mediator-service,,,https://github.com/openwallet-foundation/didcomm-mediator-service,Projects,All,The DIDComm Mediator Service supports mobile DIDComm agents as a reliable intermediary providing an addressable HTTP endpoint for secure message routing. This enables mobile agents with intermittent c,Apache-2.0,2025-08-11,2026-06-29T23:07:34+00:00
Digital Production Example Library (DPEL),wiki.aswf.io,https://wiki.aswf.io/display/DPEL/DPEL+Wiki,AcademySoftwareFoundation/dpel-website,,,https://github.com/AcademySoftwareFoundation/dpel-website,Projects,All,"In order to encourage development and research that addresses the true scale, scope and requirements of computer graphics film production, the Asset Repository seeks to publish and maintain curated ex",Other,2021-09-02,2026-06-29T23:07:34+00:00
Disaggregated Network Operating System (DANOS),danosproject.org,https://www.danosproject.org/,danos/vyatta-dataplane,,,https://github.com/danos/vyatta-dataplane,Projects,All,"The Disaggregated Network Operating System (DANOS) project enables community collaboration across network hardware, forwarding, and operating system layers.",,2019-12-26,2026-06-29T23:07:34+00:00
Distinguished Engineer Community,github.com,https://github.com/finos-labs/distinguished-engineer-community,finos-labs/distinguished-engineer-community,,,https://github.com/finos-labs/distinguished-engineer-community,Projects,All,Distinguished Engineer Community Special Interest Group,Other,2025-06-04,2026-06-29T23:07:34+00:00
Distribution,github.com,https://github.com/docker/distribution,distribution/distribution,,,https://github.com/distribution/distribution,Projects,All,A container registry project that is now a sandbox project from Docker.,Apache-2.0,2021-01-26,2026-06-29T23:07:34+00:00
distribution-spec,opencontainers.org,https://opencontainers.org/,opencontainers/distribution-spec,,,https://github.com/opencontainers/distribution-spec,Projects,All,"The Open Container Initiative Distribution Specification (a.k.a. ""OCI Distribution Spec"") defines an API protocol to facilitate and standardize the distribution of content. While OCI Image is the most",,2019-09-10,2026-06-29T23:07:34+00:00
Diversity & Inclusion Working Group,lists.aswf.io,https://lists.aswf.io/g/diversity,,,,,Projects,All,The purpose of this Working Group is to create a cross-industry effort to encourage diversity and inclusion across the open source software ecosystem for vfx and animation. The WG will bring together ,,2020-06-11,2026-06-29T23:07:34+00:00
Diversity and Inclusion Badging Initiative,chaoss.community,https://chaoss.community/,badging/diversity-and-inclusion,,,https://github.com/badging/diversity-and-inclusion,Projects,All,"The goal of the Diversity & Inclusion Badging Program is to encourage events to obtain D&I badges for reasons of leadership, self-reflection, and self-improvement on issues critical to building the In",,2017-09-13,2026-06-29T23:07:34+00:00
Diversity and Inclusion Working Group,chaoss.community,https://chaoss.community/,chaoss/wg-diversity-inclusion,,,https://github.com/chaoss/wg-diversity-inclusion,Projects,All,"The CHAOSS Diversity, Equity, & Inclusion (DEI) Working Group aims to define metrics and methods to help others measure and center diversity, equity, and inclusion in their own Open Source projects.",,2017-09-13,2026-06-29T23:07:34+00:00
DizmeID Project,dizme.io,https://www.dizme.io/,,,,,Projects,All,The DizmeID Project is focused on enabling a self-sovereign identity credentialing system.,,2021-02-24,2026-06-29T23:07:34+00:00
DLRover,github.com,https://github.com/intelligent-machine-learning/dlrover,intelligent-machine-learning/dlrover,,,,Projects,All,"The mission of the Project is to make the distributed training of large AI models easy, stable, fast and green through the training of deep learning models on a distributed cluster.",Apache-2.0,2024-11-14,2026-06-29T23:07:34+00:00
DNS-AID,dns-aid.org,https://dns-aid.org/,dns-aid/dns-aid-core,,,https://github.com/dns-aid/dns-aid-core,Projects,All,"DNS-AID enables AI agents to discover each other via DNS, using the internet's existing naming infrastructure instead of centralized registries or hardcoded URLs.",Apache-2.0,2026-05-26,2026-06-29T23:07:34+00:00
DocArray,github.com,https://github.com/docarray,docarray/docarray,,,https://github.com/docarray/docarray,Projects,All,"The mission of the DocArray project is to develop a library for nested, unstructured, multimodal data in transit, including text, image, audio, video, 3D mesh.",Apache-2.0,2022-11-17,2026-06-29T23:07:34+00:00
DocLang Specification,doclang.ai,https://doclang.ai/,doclang-project/doclang-standard,,,https://github.com/doclang-project/doclang-standard,Projects,All,"The purpose of the Project is to standardize, develop and evolve techniques for unified representation of unstructured data.",TBD / NA,2026-02-12,2026-06-29T23:07:34+00:00
Docling,docling.ai,https://www.docling.ai/,docling-project/docling,,,https://github.com/docling-project/docling,Projects,All,"The mission of the project is to simplify document processing, to parse diverse formats — including advanced PDF understanding — and to provide seamless integrations with the gen AI ecosystem",MIT,2025-03-14,2026-06-29T23:07:34+00:00
Docling Graph,github.com,https://github.com/IBM/docling-graph,IBM/docling-graph,,,https://github.com/IBM/docling-graph,Projects,All,"enable conversion of documents into a directed, validated knowledge graphs using Vision-Language Models (VLMs) and Large Language Models (LLMs) for structured extraction",MIT,2026-02-09,2026-06-29T23:07:34+00:00
DocumentDB,documentdb.io,https://documentdb.io/,microsoft/documentdb,,,https://github.com/microsoft/documentdb,Projects,All,"DocumentDB offers a native implementation of document-oriented NoSQL database, enabling seamless CRUD operations on BSON data types within a PostgreSQL framework",MIT,2025-08-21,2026-06-29T23:07:34+00:00
Dojo,dojo.io,https://dojo.io/,dojo/framework,,,https://github.com/dojo/framework,Projects,All,Dojo is a typescript framework for building modern web apps with a focus on developer ergonomics,,2019-03-12,2026-06-29T23:07:34+00:00
Dovetail,wiki.anuket.io,https://wiki.anuket.io/x/swgB,,,,,Projects,All,The Dovetail project is responsible for the technical realization of the OPNFV Verified Program (OVP) and acts as a technical baseline for other compliance verification projects within the scope of th,,2016-01-07,2026-06-29T23:07:34+00:00
Dragonfly,d7y.io,https://d7y.io/,dragonflyoss/Dragonfly,,,https://github.com/dragonflyoss/Dragonfly,Projects,All,"In the era of digital transformation, businesses are migrating to micro-service frameworks, and streamlining business management with cloud platforms. Dragonfly, an open-source project from Alibaba Gr",Apache-2.0,2018-11-15,2026-06-29T23:07:34+00:00
Drasi,drasi.io,https://drasi.io/,drasi-project/drasi-platform,,,https://github.com/drasi-project/drasi-platform,Projects,All,"The Drasi project enables creation of a change data processing platform that automates real-time detection, evaluation, and meaningful reaction to events in complex, event-driven systems.",Apache-2.0,2025-02-21,2026-06-29T23:07:34+00:00
Driver Backport Workgroup,backports.wiki.kernel.org,https://backports.wiki.kernel.org/index.php/Main_Page,,,,,Projects,All,The Backports Project enables old kernels to run the latest drivers,,2012-08-22,2026-06-29T23:07:34+00:00
Driverless Printing,openprinting.github.io,https://openprinting.github.io/driverless/,,,,,Projects,All,Driverless Printing means that to be able to print on a given printer no software or data specific to that printer model needs to be installed on the client. The client should even be able to print on,,2006-07-18,2026-06-29T23:07:34+00:00
"Dronecode Project, Inc.",dronecode.org,https://www.dronecode.org/,Dronecode/Branding,,,https://github.com/Dronecode/Branding,Projects,All,The Dronecode Foundation fosters communities and innovation through open-standards using open-source. Dronecode is a vendor-neutral foundation for open source drone projects. We are a US-based non-pro,,2014-10-06,2026-06-29T23:07:34+00:00
dstack,github.com,https://github.com/Dstack-TEE/dstack,Dstack-TEE/dstack,,,https://github.com/Dstack-TEE/dstack,Projects,All,dstack is a developer-friendly and security-first SDK that simplifies the deployment of arbitrary containerized applications into Trusted Execution Environments (TEEs). It enables developers to secure,Apache-2.0,2025-10-17,2026-06-29T23:07:34+00:00
DTS,dpdk.org,https://www.dpdk.org/hosted-projects/,,,,,Projects,All,This document describes how to install and configure the Data Plane Development Kit Test Suite (DPDK Test Suite) in a Linux environment. Users can refer this document to enable this test infrastructur,,2017-04-03,2026-06-29T23:07:34+00:00
Dynaωo,dynawo.github.io,https://dynawo.github.io/,dynawo/dynawo,,,https://github.com/dynawo/dynawo,Projects,All,"Open source suite of simulation tools designed for transparent, flexible, and robust analysis of power systems, including steady-state, short-circuit, and various stability studies
",Other,2023-11-30,2026-06-29T23:07:34+00:00
easegress,github.com,https://github.com/megaease/easegress,megaease/easegress,,,https://github.com/megaease/easegress,Projects,All,Easegress is a Cloud Native traffic orchestration system designed.,Apache-2.0,2023-12-19,2026-06-29T23:07:34+00:00
EasyCLA,easycla.lfx.linuxfoundation.org,https://easycla.lfx.linuxfoundation.org/,communitybridge/easycla,,,https://github.com/communitybridge/easycla,Projects,All,Staging project for Demoing EasyCLA product,,2019-07-17,2026-06-29T23:07:34+00:00
eBPF Foundation,ebpf.foundation,https://ebpf.foundation/,,,,,Projects,All,Revolutionary technology that can run sandboxed programs in the Linux kernel without changing kernel source code or loading a kernel module.,,2021-08-12,2026-06-29T23:07:34+00:00
Ecosystem Foundry Working Group,trustoverip.org,https://trustoverip.org/,,,,,Projects,All,,,2020-04-07,2026-06-29T23:07:34+00:00
Edge Interoperability and Flexibility SIG,lf-energy.atlassian.net,https://lf-energy.atlassian.net/wiki/spaces/ECS/overview,,,,,Projects,All,LF Energy Special Interest Group (SIG) focused on electric vehicle (EV) charging,TBD / NA,2024-06-24,2026-06-29T23:07:34+00:00
EdgeLake,lfedge.org,https://lfedge.org/projects/edgelake/,EdgeLake/EdgeLake,,,https://github.com/EdgeLake/EdgeLake,Projects,All,"The mission of the Project is to develop software to manage and store data at edge nodes such that: a) distributed edge data appears as a unified collection of data (without centralizing the data), b)",Other,2024-05-14,2026-06-29T23:07:34+00:00
EdgeX Foundry,lfedge.org,https://www.lfedge.org/projects/edgexfoundry/,edgexfoundry/edgex-go,,,https://github.com/edgexfoundry/edgex-go,Projects,All,"Highly flexible open source software framework that facilitates interoperability between heterogeneous devices and applications at the IoT Edge, along with a consistent foundation for security and man",,2019-05-01,2026-06-29T23:07:34+00:00
Egeria,egeria.ai,http://egeria.ai/,odpi/egeria,,,https://github.com/odpi/egeria,Projects,All,"Egeria provides the Apache 2.0 licensed open metadata and governance type system, frameworks, APIs, event payloads and interchange protocols to enable tools, engines and platforms to exchange metadata",Apache-2.0,2020-10-27,2026-06-29T23:07:34+00:00
EHR Wallet,github.com,https://github.com/openwallet-foundation-labs/ehr-wallet,openwallet-foundation-labs/ehr-wallet,,,https://github.com/openwallet-foundation-labs/ehr-wallet,Projects,All,EHR Wallet is an innovative blockchain-powered healthcare information solution designed to empower patients with full control over their medical data while streamlining healthcare provider workflows. ,Apache-2.0,2025-09-09,2026-06-29T23:07:34+00:00
eKuiper,github.com,https://github.com/lf-edge/ekuiper,lf-edge/ekuiper,,,https://github.com/lf-edge/ekuiper,Projects,All,"LF Edge eKuiper is an edge lightweight IoT data analytics / streaming software implemented by Golang, and it can be run at all kinds of resource constrained edge devices.",,2021-06-23,2026-06-29T23:07:34+00:00
Electron,electronjs.org,https://www.electronjs.org/,electron/electron,,,https://github.com/electron/electron,Projects,All,"Electron is a framework for building desktop applications using JavaScript, HTML, and CSS. By embedding Chromium and Node.js into its binary, Electron allows you to maintain one JavaScript codebase an",,2019-12-11,2026-06-29T23:07:34+00:00
ELISA Fund,elisa.tech,https://elisa.tech/,elisa-tech/tsc,,,https://github.com/elisa-tech/tsc,Projects,All,The mission of the Enabling Linux In Safety Applications (ELISA) project is to make it easier for companies to build and certify Linux-based safety-critical applications – systems whose failure could ,,2019-02-21,2026-06-29T23:07:34+00:00
ELISA Project,elisa.tech,https://elisa.tech/,elisa-tech/workgroups,,,https://github.com/elisa-tech/workgroups,Projects,All,The mission of the Enabling Linux In Safety Applications (ELISA) project is to make it easier for companies to build and certify Linux-based safety-critical applications – systems whose failure could ,,2018-10-17,2026-06-29T23:07:34+00:00
Embedded and Automotive PV Drivers,xenproject.org,https://xenproject.org/developers/teams/embedded-and-automotive/,,,,,Projects,All,The Embedded and Automotive team within the Xen Project intends to build a platform around the Xen Project Hypervisor that enables the use of the Xen Project Hypervisor for non-data center use cases (,,2014-07-29,2026-06-29T23:07:34+00:00
emissary-ingress,github.com,https://github.com/emissary-ingress/,emissary-ingress/emissary,,,https://github.com/emissary-ingress/emissary,Projects,All,An open source ingress controller and API Gateway for Kubernetes.,Apache-2.0,2021-04-13,2026-06-29T23:07:34+00:00
Enarx,github.com,https://github.com/enarx/enarx/wiki,enarx/enarx,,,https://github.com/enarx/enarx,Projects,All,Enarx is an application deployment system enabling applications to run within Trusted Execution Environments (TEEs) without rewriting for particular platforms or SDKs. It handles attestation and deliv,Apache-2.0,2021-02-14,2026-06-29T23:07:34+00:00
End Users Working Group,github.com,https://github.com/ossf/wg-endusers,ossf/wg-endusers,,,https://github.com/ossf/wg-endusers,Projects,All,The End User Working Group aims to ensure that the distinct and impactful voice of end users is heard in the development and delivery of the technical vision of The Open Source Security Foundation (Op,Apache-2.0,2024-02-01,2026-06-29T23:07:34+00:00
EnerGNN,github.com,https://github.com/energnn,energnn/energnn,,,https://github.com/energnn/energnn,Projects,All,A Graph Neural Network library for real-life and full-scale energy networks.,MPL-2.0,2026-03-30,2026-06-29T23:07:34+00:00
ent,entgo.io,https://entgo.io/,ent/ent,,,https://github.com/ent/ent,Projects,All,"ent is a simple, yet powerful entity framework for Go, that makes it easy to build and maintain applications with large data-models",,2021-01-26,2026-06-29T23:07:34+00:00
Envoy,envoyproxy.io,https://www.envoyproxy.io/,envoyproxy/envoy,,,https://github.com/envoyproxy/envoy,Projects,All,"ENVOY IS AN OPEN SOURCE EDGE AND SERVICE PROXY, DESIGNED FOR CLOUD-NATIVE APPLICATIONS.",Apache-2.0,2017-09-13,2026-06-29T23:07:34+00:00
Envoy Mobile,envoy-mobile.github.io,https://envoy-mobile.github.io/,envoyproxy/envoy-mobile,,,https://github.com/envoyproxy/envoy-mobile,Projects,All,"Envoy Mobile brings the power and consistency of Envoy Proxy to the iOS and Android platforms, providing a ubiquitous API and abstraction for mobile application networking. Running Envoy on the phone,",,2020-11-17,2026-06-29T23:07:34+00:00
Eraser,github.com,https://github.com/eraser-dev/eraser,eraser-dev/eraser,,,https://github.com/eraser-dev/eraser,Projects,All,Eraser is a project that helps clean up unused and vulnerable container images from nodes in a Kubernetes cluster.,Apache-2.0,2023-06-21,2026-06-29T23:07:34+00:00
Ergo,accordproject.org,https://www.accordproject.org/,,,,,Projects,All,"Ergo provides a simple expression language to describe computation. From those expressions, one can write functions, clauses, and then whole contract logic.",,2019-05-14,2026-06-29T23:07:34+00:00
ESLint,eslint.org,https://eslint.org/,eslint/eslint,,,https://github.com/eslint/eslint,Projects,All,ESlint provides a pluggable linting utility for javascript,,2019-03-12,2026-06-29T23:07:34+00:00
Esprima,esprima.org,https://esprima.org/,jquery/esprima,,,https://github.com/jquery/esprima,Projects,All,"Esprima is a high performance, standard-compliant ECMAScript parser written in ECMAScript (also popularly known as JavaScript).",,2019-03-12,2026-06-29T23:07:34+00:00
Essedum,essedum.org,https://essedum.org/,,,,,Projects,All,"The mission of the project is to accelerate the integration of data, models and applications for networking industry.",MIT,2025-03-24,2026-06-29T23:07:34+00:00
Etcd,etcd.io,https://etcd.io/,etcd-io/bbolt,,,https://github.com/etcd-io/bbolt,Projects,All,"A distributed, reliable key-value store for the most critical data of a distributed system.",Apache-2.0,2018-12-11,2026-06-29T23:07:34+00:00
EUDIPLO,github.com,https://github.com/openwallet-foundation-labs/eudiplo,openwallet-foundation-labs/eudiplo,,,https://github.com/openwallet-foundation-labs/eudiplo,Projects,All,"Organizations joining the EUDI Wallet ecosystem face a tough choice: patch together protocol libraries that may not exist for their stack, or rely on proprietary solutions that risk vendor lock-in.

E",Apache-2.0,2025-08-11,2026-06-29T23:07:34+00:00
EVE,lfedge.org,https://www.lfedge.org/projects/eve/,lf-edge/eve,,,https://github.com/lf-edge/eve,Projects,All,"Project EVE aims to do for the IoT edge what Android did for mobile by creating an open edge computing engine that enables the development, orchestration and security of cloud-native and legacy applic",,2019-05-01,2026-06-29T23:07:34+00:00
EVerest,lfenergy.org,https://lfenergy.org/projects/everest/,EVerest/EVerest,,,https://github.com/EVerest/EVerest,Projects,All,"Open source firmware stack for standards-compliant, interoperable, and secure EV charging
",Apache-2.0,2022-02-09,2026-06-29T23:07:34+00:00
Evolution Working Group,chaoss.community,https://chaoss.community/,chaoss/wg-evolution,,,https://github.com/chaoss/wg-evolution,Projects,All,"Evolution is a working group focused on the lifecycle of open source projects. We do not valence the stages, but seek to build awareness of those stages among consumers of these metrics.",,2017-09-13,2026-06-29T23:07:34+00:00
ExecuTorch,github.com,https://github.com/pytorch/executorch,pytorch/executorch,,,https://github.com/pytorch/executorch,Projects,All,"develop a unified solution for deploying AI models on-device—from smartphones to microcontrollers—built for privacy, performance, and portability",BSD-3-Clause,2026-04-06,2026-06-29T23:07:34+00:00
Express,expressjs.com,https://expressjs.com/,expressjs/express,,,https://github.com/expressjs/express,Projects,All,Express is a minimal and flexible Node.js web application framework that provides a robust set of features for web and mobile applications.,MIT,2019-03-12,2026-06-29T23:07:34+00:00
External API Framework (ExtAPI),wiki.onap.org,https://wiki.onap.org/x/d5lk,,,,,Projects,All,ONAP External APIs expose the capabilities of ONAP. They allow ONAP to be viewed as a “black box” by providing an abstracted view of the ONAP capabilities.,,2017-06-09,2026-06-29T23:07:34+00:00
External Secrets Operator,external-secrets.io,https://external-secrets.io/,external-secrets/external-secrets,,,https://github.com/external-secrets/external-secrets,Projects,All,"""External Secrets Operator (ESO) is a Kubernetes operator that integrates external secret management systems like AWS Secrets Manager, HashiCorp Vault, Google Secrets Manager, Azure Key Vault and many",Apache-2.0,2022-07-26,2026-06-29T23:07:34+00:00
FAIR Package Manager,fair.pm,https://fair.pm/,,,,https://fair.pm/,Projects,All,FAIR Package Manager for Wordpress,Other,2025-05-15,2026-06-29T23:07:34+00:00
Falco,falco.org,https://falco.org/,falcosecurity/falco,,,https://github.com/falcosecurity/falco,Projects,All,"Falco, the open source cloud-native runtime security project, is the defacto Kubernetes threat detection engine. Falco detects unexpected application behavior and alerts on threats at runtime.",Apache-2.0,2018-10-10,2026-06-29T23:07:34+00:00
Farmworker Wallet OS,tac.openwallet.foundation,https://tac.openwallet.foundation/projects/fwos/,openwallet-foundation-labs/farmworker-wallet-os,,,https://github.com/openwallet-foundation-labs/farmworker-wallet-os,Projects,All,The mission of the Project is to create a framework for exchanging verifiable credentials between nonprofit organizations and community members. This will simplify engagement and enrollment for the se,Apache-2.0,2024-09-06,2026-06-29T23:07:34+00:00
FastDataStacks (FDS),wiki.anuket.io,https://wiki.anuket.io/x/BAkB,,,,,Projects,All,Project “FastDataStacks” creates and composes a set of scenarios which include the virtual forwarder supplied by the FD.IO project. The project also provides required enhancements to individual compon,,2016-03-28,2026-06-29T23:07:34+00:00
Fastify,fastify.io,https://www.fastify.io/,fastify/fastify,,,https://github.com/fastify/fastify,Projects,All,Fastify is a web framework highly focused on providing the best developer experience with the least overhead and a powerful plugin architecture.,,2019-11-20,2026-06-29T23:07:34+00:00
fastlane,fastlane.tools,https://fastlane.tools/,fastlane/fastlane,,,https://github.com/fastlane/fastlane,Projects,All,"fastlane is a tool for iOS and Android developers to automate tedious tasks like generating screenshots, dealing with provisioning profiles, and releasing your application.",MIT,2023-10-13,2026-06-29T23:07:34+00:00
FATE Project,fate.fedai.org,https://fate.fedai.org/,FederatedAI/FATE,,,https://github.com/FederatedAI/FATE,Projects,All,FATE is an open-source project initiated by Webankâ€™s AI Department to provide a secure computing framework to support the federated AI ecosystem.,Apache-2.0,2019-06-26,2026-06-29T23:07:34+00:00
FD.io,fd.io,https://www.fd.io/,FDio/vpp,,,https://github.com/FDio/vpp,Projects,All,The Fast Data Project (FD.io) is a collaborative open-source project aimed at establishing a high-performance IO services framework for dynamic compute environments.,Apache-2.0,2017-12-31,2026-06-29T23:07:34+00:00
FDC3,fdc3.finos.org,https://fdc3.finos.org/,finos/fdc3,,,https://github.com/finos/fdc3,Projects,All,Open standards for the financial desktop.,,2020-06-30,2026-06-29T23:07:34+00:00
FDC3 Conformance Framework,fdc3.finos.org,https://fdc3.finos.org/,finos/FDC3-conformance-framework,,,https://github.com/finos/FDC3-conformance-framework,Projects,All,A framework for testing whether desktop containers implement the FDC3 standard.,Apache-2.0,2022-06-08,2026-06-29T23:07:34+00:00
FDC3 Sail,github.com,https://github.com/finos/FDC3-Sail,finos/FDC3-Sail,,,https://github.com/finos/FDC3-Sail,Projects,All,,,2022-04-26,2026-06-29T23:07:34+00:00
Feast,feast.dev,https://feast.dev/,feast-dev/feast,,,https://github.com/feast-dev/feast,Projects,All,"Feast is the bridge between your data and your machine learning models allowing teams to register, ingest, serve, and monitor features in production.",Apache-2.0,2020-10-05,2026-06-29T23:07:34+00:00
Feathr,github.com,https://github.com/feathr-ai,feathr-ai/feathr,,,https://github.com/feathr-ai/feathr,Projects,All,"The mission of the Project is to develop an enterprise-grade, high performance feature store.",Apache-2.0,2022-09-07,2026-06-29T23:07:34+00:00
Feilong,openmainframeproject.org,https://www.openmainframeproject.org/projects/feilong,openmainframeproject/feilong,,,https://github.com/openmainframeproject/feilong,Projects,All,"Feilong is an open source z/VM cloud connector project under the Open Mainframe Project umbrella that will accelerate the z/VM adoption, extending its ecosystem and its user experience.",Apache-2.0,2019-08-20,2026-06-29T23:07:34+00:00
FIDO Device Onboard,lfedge.org,https://www.lfedge.org/projects/fidodeviceonboard/,,,,,Projects,All,The mission of the FIDO Device Onboard project is to develop open source software to support an automated “Zero-Touch” onboarding service in order to more securely and automatically onboard and provis,,2021-02-18,2026-06-29T23:07:34+00:00
FIDOPower,fidopower.energy,https://fidopower.energy/,fidopower/optimal_sizing_placement,,,https://github.com/fidopower/optimal_sizing_placement,Projects,All,"An open framework for inter-organizational data exchange, data and model synthesis, and system performance analysis across multiple power systems tools
",BSD-3-Clause,2024-01-03,2026-06-29T23:07:34+00:00
Finance SIG,github.com,https://github.com/OAI/sig-finance,OAI/sig-finance,,,https://github.com/OAI/sig-finance,Projects,All,SIG focused on using OAS within the finance industry.,Apache-2.0,2024-11-05,2026-06-29T23:07:34+00:00
Financial Objects,fo.finos.org,https://fo.finos.org/,finos/finos-fo,,,https://github.com/finos/finos-fo,Projects,All,FINOS Financial Objects Program Documentation,Apache-2.0,2020-06-30,2026-06-29T23:07:34+00:00
