"package","ecosystem","value_class","github_repo","canonical_git_url","gh_mirror","confidence","self_confidence_raw","verified","agreement","n_runs","dissent","tier","source","reasoning","review_note","checked_at","model"
"libxxf86vm","cpp","C","","https://gitlab.freedesktop.org/xorg/lib/libxxf86vm.git","True","0.85","0.85","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","X.Org libXxf86vm.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"m4","cpp","B","autotools-mirror/m4","https://git.savannah.gnu.org/git/m4.git","True","0.62","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. autotools-mirror org. Canonical: git.savannah.gnu.org/cgit/m4.git.","git ls-remote failed; URL blanked | URL restored after retest; valid-but-slow git endpoint (Savannah/SourceForge)","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"make","cpp","C","","https://git.savannah.gnu.org/git/make.git","True","0.40","0.70","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","GNU make on Savannah.","git ls-remote failed; URL blanked | URL restored after retest; valid-but-slow git endpoint (Savannah/SourceForge)","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"man-db","cpp","C","","https://gitlab.com/man-db/man-db","True","0.75","0.75","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Colin Watson's man-db.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"mesa","cpp","C","","https://gitlab.freedesktop.org/mesa/mesa.git","True","0.92","0.92","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Mesa3D on freedesktop GitLab.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"mpdecimal","cpp","B","","","True","0.70","0.70","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","libmpdec at bytereef.org (Mercurial). No GH mirror. URL is project home, not strictly Git.","uses Mercurial (hg.python.org/cpython mirror)","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"mpfr","cpp","B","","https://gitlab.inria.fr/mpfr/mpfr.git","True","0.30","0.30","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","GNU MPFR at gitlab.inria.fr/mpfr/mpfr. No widely-known GH mirror.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"nano","cpp","C","","https://git.savannah.gnu.org/git/nano.git","True","0.45","0.75","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","GNU nano on Savannah.","git ls-remote failed; URL blanked | URL restored after retest; valid-but-slow git endpoint (Savannah/SourceForge)","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"netpbm","cpp","C","","https://git.code.sf.net/p/netpbm/code","True","0.35","0.65","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Netpbm on SourceForge SVN.","git ls-remote failed; URL blanked | URL restored after retest; valid-but-slow git endpoint (Savannah/SourceForge)","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"nettle","cpp","B","gnutls/nettle","https://git.lysator.liu.se/nettle/nettle.git","True","0.50","0.80","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. gnutls org also mirrors nettle (Niels Möller's lib). Canonical: git.lysator.liu.se.","git ls-remote failed; URL blanked | URL restored after retest; valid-but-slow git endpoint (Savannah/SourceForge)","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"nmap","cpp","C","nmap/nmap","https://github.com/nmap/nmap.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Nmap official.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"npth","cpp","C","gpg/npth","https://github.com/gpg/npth.git","True","0.45","0.75","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","GnuPG nPth.","GitHub mirror used (git.gnupg.org HTTPS smart-http unreliable)","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"nspr","cpp","C","","","True","0.65","0.65","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Mozilla NSPR on hg.mozilla.org (Mercurial).","non-git VCS (Mercurial/Bazaar/Fossil)","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"nss","cpp","C","","","True","0.65","0.65","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Mozilla NSS on hg.mozilla.org (Mercurial).","non-git VCS (Mercurial/Bazaar/Fossil)","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"opencl-headers","cpp","C","KhronosGroup/OpenCL-Headers","https://github.com/KhronosGroup/OpenCL-Headers.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Khronos OpenCL headers.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"openldap","cpp","C","","https://git.openldap.org/openldap/openldap.git","True","0.85","0.85","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","OpenLDAP project.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"openmpi","cpp","C","open-mpi/ompi","https://github.com/open-mpi/ompi.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Open MPI.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"patch","cpp","C","","https://git.savannah.gnu.org/git/patch.git","True","0.40","0.70","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","GNU patch on Savannah.","git ls-remote failed; URL blanked | URL restored after retest; valid-but-slow git endpoint (Savannah/SourceForge)","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"pciutils","cpp","C","","https://git.kernel.org/pub/scm/utils/pciutils/pciutils.git/","True","0.75","0.75","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Linux pciutils.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"pinentry","cpp","C","gpg/pinentry","https://github.com/gpg/pinentry.git","True","0.45","0.75","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","GnuPG pinentry.","GitHub mirror used (git.gnupg.org HTTPS smart-http unreliable)","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"pixman","cpp","B","libpixman/pixman","https://gitlab.freedesktop.org/pixman/pixman.git","True","0.65","0.65","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. libpixman is the org-mirror name. Canonical: gitlab.freedesktop.org/pixman/pixman.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"pulseaudio","cpp","C","","https://gitlab.freedesktop.org/pulseaudio/pulseaudio.git","True","0.92","0.92","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","PulseAudio on freedesktop.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"python3-defaults","cpp","B","","https://salsa.debian.org/cpython-team/python3-defaults.git","True","0.85","0.85","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Pure Debian metapackage — no real upstream. Should be filtered out of cpp pipeline. Not a fundable project.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"python:dbus-python","cpp","C","","https://gitlab.freedesktop.org/dbus/dbus-python.git","True","0.80","0.80","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","dbus-python on freedesktop.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"python:numpy","cpp","C","numpy/numpy","https://github.com/numpy/numpy.git","False","0.97","0.97","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","NumPy (cpp project name has python: prefix from Repology).","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"qt","cpp","B","qt/qt5","https://code.qt.io/qt/qt5.git","True","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. qt org on GitHub mirrors code.qt.io. qt/qt5 is the meta-repo; sub-modules at qt/qtbase, qt/qtdeclarative, etc.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"readline","cpp","B","","https://git.savannah.gnu.org/git/readline.git","True","0.30","0.50","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","V1 GUESS WRONG: I claimed bminor/readline by analogy to bminor/glibc and bminor/bash — HTTP HEAD returned 404. The pattern doesn't extend. LLM finder offers sailfishos-mirror/readline (verified) but that's a distro-packaging mirror, not authoritative. Leaving empty; canonical is Savannah.","git ls-remote failed; URL blanked | URL restored after retest; valid-but-slow git endpoint (Savannah/SourceForge)","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"redis","cpp","C","redis/redis","https://github.com/redis/redis.git","False","0.97","0.97","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Redis.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"rust","cpp","C","rust-lang/rust","https://github.com/rust-lang/rust.git","False","0.99","0.99","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Rust language.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"sed","cpp","C","","https://git.savannah.gnu.org/git/sed.git","True","0.40","0.70","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","GNU sed on Savannah.","git ls-remote failed; URL blanked | URL restored after retest; valid-but-slow git endpoint (Savannah/SourceForge)","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"sysprof","cpp","C","GNOME/sysprof","https://github.com/GNOME/sysprof.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","GNOME sysprof mirror.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"tar","cpp","C","","https://git.savannah.gnu.org/git/tar.git","True","0.40","0.70","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","GNU tar on Savannah.","git ls-remote failed; URL blanked | URL restored after retest; valid-but-slow git endpoint (Savannah/SourceForge)","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"tcl-lang","cpp","C","","","True","0.65","0.65","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Tcl on Fossil VCS.","non-git VCS (Mercurial/Bazaar/Fossil)","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"tcltk","cpp","C","","","True","0.55","0.55","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Same canonical as tcl-lang (Fossil).","non-git VCS (Mercurial/Bazaar/Fossil)","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"tcp-wrappers","cpp","B","","","False","0.20","0.20","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Upstream officially dead since 1997. Salsa packaging is the only living artefact. NOT a fundable upstream.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"texinfo","cpp","C","","https://git.savannah.gnu.org/git/texinfo.git","True","0.40","0.70","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","GNU texinfo on Savannah.","git ls-remote failed; URL blanked | URL restored after retest; valid-but-slow git endpoint (Savannah/SourceForge)","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"tiff","cpp","B","","https://gitlab.com/libtiff/libtiff.git","True","0.40","0.40","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","libtiff at gitlab.com/libtiff/libtiff. LLM picked libsdl-org/libtiff — a fork by the SDL team for game-engine usage, NOT the canonical mirror. Leaving empty.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"uchardet","cpp","C","","https://gitlab.freedesktop.org/uchardet/uchardet.git","True","0.80","0.80","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","uchardet on freedesktop.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"xauth","cpp","C","","https://gitlab.freedesktop.org/xorg/app/xauth.git","True","0.80","0.80","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","X.Org xauth.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"xft","cpp","C","","https://gitlab.freedesktop.org/xorg/lib/libxft.git","True","0.80","0.80","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","X.Org libXft.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"xorg-server","cpp","C","","https://gitlab.freedesktop.org/xorg/xserver.git","True","0.92","0.92","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","X.Org Server on freedesktop.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"yarn","cpp","C","yarnpkg/berry","https://github.com/yarnpkg/berry.git","False","0.65","0.65","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Yarn (could be classic v1 yarnpkg/yarn or modern yarnpkg/berry).","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"oorandom","crates","C","","","True","0.50","0.50","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Ico's oorandom; canonical on Mercurial sourcehut.","non-git VCS (Mercurial/Bazaar/Fossil)","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"ref-cast-test-suite","crates","C","dtolnay/ref-cast","https://github.com/dtolnay/ref-cast.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","David Tolnay's ref-cast — test crate in same repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"rustc-std-workspace-std","crates","C","rust-lang/rust","https://github.com/rust-lang/rust.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Rust workspace alias crate; lives in rust-lang/rust.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"@types/eslint-scope","npm","C","DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","DefinitelyTyped mono-repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"@types/glob","npm","C","DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","DefinitelyTyped mono-repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"@types/json5","npm","C","DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","DefinitelyTyped mono-repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"@types/minimatch","npm","C","DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","DefinitelyTyped mono-repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"@types/prettier","npm","C","DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","DefinitelyTyped mono-repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"@types/uuid","npm","C","DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","DefinitelyTyped mono-repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"atob","npm","C","node-browser-compat/atob","https://github.com/node-browser-compat/atob.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Redirected from coolaj86/atob to node-browser-compat/atob.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"client-only","npm","C","vercel/next.js","https://github.com/vercel/next.js.git","False","0.80","0.80","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Next.js internal package; lives in Next mono-repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"acme","pypi","B","certbot/certbot","https://github.com/certbot/certbot.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. EFF's `acme` PyPI package is part of the certbot mono-repo at certbot/certbot under the `acme/` subdirectory.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"aiodns","pypi","C","aio-libs/aiodns","https://github.com/aio-libs/aiodns.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Moved from saghul/aiodns to aio-libs/aiodns.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"aioitertools","pypi","B","omnilib/aioitertools","https://github.com/omnilib/aioitertools.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. John Reese's project; lives under the omnilib org.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"annotated-doc","pypi","C","","","False","0.30","0.30","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Could not confidently identify.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"antlr4-python3-runtime","pypi","C","antlr/antlr4","https://github.com/antlr/antlr4.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","ANTLR mono-repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"anyio","pypi","B","agronholm/anyio","https://github.com/agronholm/anyio.git","False","0.97","0.97","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. Alex Grönholm's async-compat library.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"apache-airflow","pypi","C","apache/airflow","https://github.com/apache/airflow.git","False","0.99","0.99","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Apache Airflow.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"apache-airflow-core","pypi","C","apache/airflow","https://github.com/apache/airflow.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Same airflow mono-repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"apache-airflow-providers-apache-cassandra","pypi","C","apache/airflow","https://github.com/apache/airflow.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Provider package in airflow mono-repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"apache-airflow-providers-common-compat","pypi","C","apache/airflow","https://github.com/apache/airflow.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Provider package in airflow mono-repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"apache-airflow-providers-common-sql","pypi","C","apache/airflow","https://github.com/apache/airflow.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Provider package in airflow mono-repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"apache-airflow-task-sdk","pypi","C","apache/airflow","https://github.com/apache/airflow.git","False","0.90","0.90","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Task SDK in airflow mono-repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"apache-beam","pypi","C","apache/beam","https://github.com/apache/beam.git","False","0.97","0.97","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Apache Beam mono-repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"argon2-cffi","pypi","C","hynek/argon2-cffi","https://github.com/hynek/argon2-cffi.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Hynek's argon2 wrapper.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"argon2-cffi-bindings","pypi","C","hynek/argon2-cffi-bindings","https://github.com/hynek/argon2-cffi-bindings.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Hynek's argon2 cffi bindings.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"attrs","pypi","A","python-attrs/attrs","https://github.com/python-attrs/attrs.git","False","0.99","0.99","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. Hynek Schlawack's attrs library; canonical at python-attrs/attrs. NOTE: LLM finder incorrectly picked sponsors/hynek (GitHub Sponsors page, not a code repo) — its registry-API fast path grabbed the first github URL from PyPI project_urls without filtering out funding links. My answer is the actual code repo.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"awscli","pypi","B","aws/aws-cli","https://github.com/aws/aws-cli.git","False","0.99","0.99","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. AWS Command Line Interface.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"azure-common","pypi","B","Azure/azure-sdk-for-python","https://github.com/Azure/azure-sdk-for-python.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. Azure SDK mono-repo at Azure/azure-sdk-for-python.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"azure-core","pypi","B","Azure/azure-sdk-for-python","https://github.com/Azure/azure-sdk-for-python.git","False","0.97","0.97","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Same Azure mono-repo.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"azure-identity","pypi","C","Azure/azure-sdk-for-python","https://github.com/Azure/azure-sdk-for-python.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Azure SDK mono-repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"azure-keyvault-secrets","pypi","C","Azure/azure-sdk-for-python","https://github.com/Azure/azure-sdk-for-python.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Azure SDK mono-repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"azure-mgmt-core","pypi","B","Azure/azure-sdk-for-python","https://github.com/Azure/azure-sdk-for-python.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Same Azure mono-repo.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"azure-mgmt-nspkg","pypi","C","Azure/azure-sdk-for-python","https://github.com/Azure/azure-sdk-for-python.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Namespace package in Azure SDK.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"azure-mgmt-resource","pypi","C","Azure/azure-sdk-for-python","https://github.com/Azure/azure-sdk-for-python.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Azure SDK mono-repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"azure-nspkg","pypi","B","Azure/azure-sdk-for-python","https://github.com/Azure/azure-sdk-for-python.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Namespace package; part of the Azure mono-repo.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"azure-storage-blob","pypi","B","Azure/azure-sdk-for-python","https://github.com/Azure/azure-sdk-for-python.git","False","0.97","0.97","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Same Azure mono-repo.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"azure-storage-file-datalake","pypi","C","Azure/azure-sdk-for-python","https://github.com/Azure/azure-sdk-for-python.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Azure SDK mono-repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"backports-datetime-fromisoformat","pypi","C","movermeyer/backports.datetime_fromisoformat","https://github.com/movermeyer/backports.datetime_fromisoformat.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Mike Vermeer's backport.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"backports-tarfile","pypi","C","jaraco/backports.tarfile","https://github.com/jaraco/backports.tarfile.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Jason R. Coombs's tarfile backport.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"backports-zoneinfo","pypi","C","pganssle/zoneinfo","https://github.com/pganssle/zoneinfo.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Paul Ganssle's stdlib zoneinfo backport.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"backports-zstd","pypi","A","rogdham/backports.zstd","https://github.com/rogdham/backports.zstd.git","False","0.70","0.70","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. Romain Dechazal-Pouey's backport of Python 3.14+ zstd stdlib. Confidence boosted from V1 0.20 to 0.70 after verification.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"beautifulsoup4","pypi","B","","","True","0.65","0.65","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Canonical on Launchpad (Bazaar VCS). LLM picked waylan/beautifulsoup at 0.05 conf — not authoritative.","non-git VCS (Mercurial/Bazaar/Fossil)","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"botocore","pypi","A","boto/botocore","https://github.com/boto/botocore.git","False","0.99","0.99","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. AWS SDK low-level core.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"bs4","pypi","C","","","True","0.65","0.65","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Same canonical as beautifulsoup4 (Launchpad/Bazaar).","non-git VCS (Mercurial/Bazaar/Fossil)","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"catalogue","pypi","C","explosion/catalogue","https://github.com/explosion/catalogue.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Explosion AI's catalogue library.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"certbot","pypi","C","certbot/certbot","https://github.com/certbot/certbot.git","False","0.99","0.99","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","EFF certbot.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"certbot-dns-cloudflare","pypi","B","certbot/certbot","https://github.com/certbot/certbot.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. Part of the certbot mono-repo.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"coloredlogs","pypi","C","xolox/python-coloredlogs","https://github.com/xolox/python-coloredlogs.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Peter Odding's coloredlogs.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
